Tranc_YearMonth,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price
2020-01,3 ROOM,27,TOA PAYOH EAST,04 TO 06,67,Improved,1971,228000
2020-01,3 ROOM,37,CIRCUIT RD,07 TO 09,58,Standard,1972,212000
2020-01,3 ROOM,119,HO CHING RD,04 TO 06,67,Improved,1972,220000
2020-01,3 ROOM,30,BENDEMEER RD,01 TO 03,68,Improved,1972,308000
2020-01,3 ROOM,47,JLN BAHAGIA,01 TO 03,118,Terrace,1972,855000
2020-01,3 ROOM,62,JLN MA'MOR,01 TO 03,81,Terrace,1972,720000
2020-01,3 ROOM,168,LOR 1 TOA PAYOH,04 TO 06,65,Improved,1972,235000
2020-01,3 ROOM,173,LOR 1 TOA PAYOH,10 TO 12,66,Improved,1972,245000
2020-01,3 ROOM,158,LOR 1 TOA PAYOH,07 TO 09,65,Improved,1972,260000
2020-01,3 ROOM,18,TIONG BAHRU RD,04 TO 06,88,Standard,1973,540000
2020-01,3 ROOM,20,TIONG BAHRU RD,04 TO 06,88,Standard,1973,580000
2020-01,3 ROOM,20,TIONG BAHRU RD,01 TO 03,88,Standard,1973,585000
2020-01,2 ROOM,32,BALAM RD,07 TO 09,46,Standard,1973,185000
2020-01,4 ROOM,23B,QUEEN'S CL,04 TO 06,89,Improved,1973,400000
2020-01,4 ROOM,23B,QUEEN'S CL,07 TO 09,89,Improved,1973,425000
2020-01,4 ROOM,23B,QUEEN'S CL,07 TO 09,89,Improved,1973,420000
2020-01,3 ROOM,195,KIM KEAT AVE,04 TO 06,66,Improved,1973,200000
2020-01,3 ROOM,195,KIM KEAT AVE,07 TO 09,66,Improved,1973,220000
2020-01,3 ROOM,69,LOR 4 TOA PAYOH,07 TO 09,62,Standard,1973,235000
2020-01,3 ROOM,207,TOA PAYOH NTH,07 TO 09,65,Improved,1973,256000
2020-01,4 ROOM,200,TOA PAYOH NTH,04 TO 06,87,Improved,1973,340000
2020-01,4 ROOM,200,TOA PAYOH NTH,04 TO 06,87,Improved,1973,320000
2020-01,4 ROOM,201,TOA PAYOH NTH,10 TO 12,87,Improved,1973,370000
2020-01,3 ROOM,40,CHAI CHEE AVE,10 TO 12,65,Improved,1974,272000
2020-01,3 ROOM,32,CHAI CHEE AVE,04 TO 06,73,Improved,1974,290000
2020-01,3 ROOM,32,CHAI CHEE AVE,07 TO 09,73,Improved,1974,280000
2020-01,3 ROOM,3,QUEEN'S RD,07 TO 09,76,Improved,1974,480888
2020-01,4 ROOM,3,QUEEN'S RD,10 TO 12,91,Improved,1974,560058
2020-01,5 ROOM,5,FARRER RD,07 TO 09,123,Standard,1974,850000
2020-01,3 ROOM,4,SAGO LANE,07 TO 09,67,Improved,1974,370000
2020-01,3 ROOM,212,BOON LAY PL,01 TO 03,65,Improved,1974,210000
2020-01,3 ROOM,47,BENDEMEER RD,10 TO 12,65,Improved,1974,270000
2020-01,3 ROOM,57,GEYLANG BAHRU,07 TO 09,65,Improved,1974,270000
2020-01,3 ROOM,68,GEYLANG BAHRU,13 TO 15,65,Improved,1974,282000
2020-01,3 ROOM,93,WHAMPOA DR,10 TO 12,65,Improved,1974,280000
2020-01,4 ROOM,99,WHAMPOA DR,07 TO 09,91,Improved,1974,365000
2020-01,4 ROOM,49,WHAMPOA STH,04 TO 06,87,Improved,1974,340000
2020-01,4 ROOM,49,WHAMPOA STH,13 TO 15,87,Improved,1974,340000
2020-01,5 ROOM,56,GEYLANG BAHRU,25 TO 27,117,Standard,1974,565000
2020-01,3 ROOM,32,HOLLAND CL,04 TO 06,59,Improved,1974,250000
2020-01,3 ROOM,4,HOLLAND CL,01 TO 03,65,Improved,1974,338888
2020-01,5 ROOM,2,HOLLAND AVE,22 TO 24,130,Adjoined flat,1974,802000
2020-01,3 ROOM,1,MARSILING DR,07 TO 09,76,Improved,1974,235000
2020-01,3 ROOM,105,HENDERSON CRES,10 TO 12,65,Improved,1975,300000
2020-01,3 ROOM,1,HOUGANG AVE 3,10 TO 12,59,Improved,1975,228000
2020-01,3 ROOM,2,HOUGANG AVE 3,10 TO 12,59,Improved,1975,220000
2020-01,3 ROOM,1,HOUGANG AVE 3,07 TO 09,59,Improved,1975,208000
2020-01,4 ROOM,17,BEACH RD,16 TO 18,77,Improved,1975,490000
2020-01,4 ROOM,15,UPP BOON KENG RD,10 TO 12,88,Improved,1975,439000
2020-01,3 ROOM,32,MARINE CRES,04 TO 06,65,Improved,1975,290000
2020-01,3 ROOM,57,MARINE TER,07 TO 09,65,Improved,1975,325000
2020-01,3 ROOM,59,MARINE TER,04 TO 06,65,Improved,1975,335000
2020-01,3 ROOM,59,MARINE TER,04 TO 06,65,Improved,1975,306000
2020-01,4 ROOM,45,MARINE CRES,04 TO 06,88,Improved,1975,475000
2020-01,4 ROOM,20,MARINE TER,04 TO 06,88,Improved,1975,475000
2020-01,4 ROOM,55,MARINE TER,13 TO 15,88,Improved,1975,535000
2020-01,3 ROOM,13,HOLLAND DR,16 TO 18,65,Improved,1975,400000
2020-01,4 ROOM,214,LOR 8 TOA PAYOH,07 TO 09,82,Improved,1975,308000
2020-01,3 ROOM,208,ANG MO KIO AVE 1,04 TO 06,73,New Generation,1976,265000
2020-01,3 ROOM,216,ANG MO KIO AVE 1,04 TO 06,73,New Generation,1976,280000
2020-01,3 ROOM,213,ANG MO KIO AVE 3,04 TO 06,67,New Generation,1976,250000
2020-01,4 ROOM,207,ANG MO KIO AVE 1,04 TO 06,98,New Generation,1976,370000
2020-01,3 ROOM,2,BEDOK STH AVE 1,13 TO 15,65,Improved,1976,250500
2020-01,3 ROOM,1,BEDOK STH AVE 1,10 TO 12,59,Improved,1976,243000
2020-01,4 ROOM,6,BEDOK STH AVE 2,01 TO 03,82,Improved,1976,330000
2020-01,4 ROOM,5,BEDOK STH AVE 2,07 TO 09,82,Improved,1976,315000
2020-01,3 ROOM,131,JLN BT MERAH,07 TO 09,76,Improved,1976,298000
2020-01,3 ROOM,46,TELOK BLANGAH DR,01 TO 03,65,Improved,1976,310000
2020-01,3 ROOM,62,TELOK BLANGAH HTS,04 TO 06,73,New Generation,1976,335000
2020-01,3 ROOM,42,TELOK BLANGAH RISE,10 TO 12,59,Improved,1976,266000
2020-01,3 ROOM,42,TELOK BLANGAH RISE,04 TO 06,59,Improved,1976,242000
2020-01,3 ROOM,33,TELOK BLANGAH WAY,10 TO 12,59,Improved,1976,278000
2020-01,4 ROOM,56,TELOK BLANGAH HTS,07 TO 09,91,New Generation,1976,445000
2020-01,5 ROOM,48,TELOK BLANGAH DR,22 TO 24,123,Standard,1976,825000
2020-01,5 ROOM,37,TELOK BLANGAH RISE,25 TO 27,117,Standard,1976,580000
2020-01,3 ROOM,3,HAIG RD,07 TO 09,76,Improved,1976,355000
2020-01,3 ROOM,208,BOON LAY PL,19 TO 21,65,Improved,1976,240000
2020-01,3 ROOM,207,BOON LAY PL,07 TO 09,65,Improved,1976,205000
2020-01,3 ROOM,207,BOON LAY PL,07 TO 09,65,Improved,1976,221000
2020-01,3 ROOM,207,BOON LAY PL,04 TO 06,65,Improved,1976,200000
2020-01,5 ROOM,200,BOON LAY DR,04 TO 06,121,Standard,1976,353009
2020-01,3 ROOM,10,GLOUCESTER RD,01 TO 03,67,New Generation,1976,362000
2020-01,3 ROOM,10,GLOUCESTER RD,07 TO 09,67,New Generation,1976,390000
2020-01,5 ROOM,39,UPP BOON KENG RD,13 TO 15,114,Standard,1976,482000
2020-01,3 ROOM,64,MARINE DR,07 TO 09,68,Improved,1976,328000
2020-01,3 ROOM,65,MARINE DR,13 TO 15,65,Improved,1976,370000
2020-01,3 ROOM,65,MARINE DR,01 TO 03,65,Improved,1976,298000
2020-01,4 ROOM,75,MARINE DR,04 TO 06,82,Improved,1976,465000
2020-01,3 ROOM,21,DOVER CRES,10 TO 12,65,Improved,1976,350000
2020-01,3 ROOM,21,DOVER CRES,13 TO 15,73,Improved,1976,381888
2020-01,3 ROOM,5,GHIM MOH RD,13 TO 15,65,Improved,1976,320000
2020-01,3 ROOM,4,GHIM MOH RD,10 TO 12,65,Improved,1976,308000
2020-01,3 ROOM,231,LOR 8 TOA PAYOH,01 TO 03,65,Improved,1976,212000
2020-01,4 ROOM,228,LOR 8 TOA PAYOH,10 TO 12,82,Improved,1976,320000
2020-01,4 ROOM,226,LOR 8 TOA PAYOH,04 TO 06,82,Improved,1976,328000
2020-01,5 ROOM,223,LOR 8 TOA PAYOH,07 TO 09,114,Standard,1976,495000
2020-01,3 ROOM,12,MARSILING LANE,01 TO 03,65,Improved,1976,196000
2020-01,3 ROOM,15,MARSILING LANE,07 TO 09,65,Improved,1976,204000
2020-01,5 ROOM,10,MARSILING DR,01 TO 03,123,Standard,1976,290000
2020-02,3 ROOM,28,HOY FATT RD,04 TO 06,60,Standard,1967,262000
2020-02,3 ROOM,22,BALAM RD,04 TO 06,60,Standard,1967,220000
2020-02,3 ROOM,24,BALAM RD,07 TO 09,60,Standard,1967,222000
2020-02,3 ROOM,62,CIRCUIT RD,10 TO 12,56,Standard,1967,228000
2020-02,2 ROOM,83,C'WEALTH CL,13 TO 15,46,Standard,1967,200000
2020-02,3 ROOM,92,C'WEALTH DR,07 TO 09,60,Standard,1967,250000
2020-02,2 ROOM,54,LOR 5 TOA PAYOH,04 TO 06,43,Standard,1967,180000
2020-02,3 ROOM,110,LOR 1 TOA PAYOH,07 TO 09,65,Improved,1967,228000
2020-02,3 ROOM,95,LOR 4 TOA PAYOH,04 TO 06,60,Standard,1967,257000
2020-02,3 ROOM,60,CIRCUIT RD,10 TO 12,56,Standard,1969,210000
2020-02,3 ROOM,67,CIRCUIT RD,04 TO 06,61,Standard,1969,225000
2020-02,3 ROOM,57,CIRCUIT RD,04 TO 06,56,Standard,1969,215000
2020-02,3 ROOM,70,CIRCUIT RD,01 TO 03,56,Standard,1969,205000
2020-02,3 ROOM,49,CIRCUIT RD,07 TO 09,56,Standard,1969,190000
2020-02,4 ROOM,93,JLN DUA,04 TO 06,124,Adjoined flat,1969,588000
2020-02,3 ROOM,112,C'WEALTH CRES,04 TO 06,71,Standard,1969,320000
2020-02,3 ROOM,110,C'WEALTH CRES,04 TO 06,60,Standard,1969,275000
2020-02,2 ROOM,48,LOWER DELTA RD,04 TO 06,43,Standard,1970,175000
2020-02,3 ROOM,111,HO CHING RD,01 TO 03,68,Improved,1970,190000
2020-02,3 ROOM,165,STIRLING RD,07 TO 09,60,Improved,1970,255000
2020-02,3 ROOM,171,STIRLING RD,13 TO 15,60,Improved,1970,262000
2020-02,3 ROOM,171,STIRLING RD,10 TO 12,60,Improved,1970,245000
2020-02,3 ROOM,169,STIRLING RD,04 TO 06,60,Improved,1970,250000
2020-02,3 ROOM,100,LOR 1 TOA PAYOH,04 TO 06,68,Improved,1970,236000
2020-02,3 ROOM,108,LOR 1 TOA PAYOH,01 TO 03,66,Improved,1970,210000
2020-02,3 ROOM,116,LOR 2 TOA PAYOH,07 TO 09,63,Improved,1970,270000
2020-02,3 ROOM,40,BEO CRES,10 TO 12,59,Standard,1971,340000
2020-02,2 ROOM,10,JLN KUKOH,04 TO 06,54,Improved,1971,208000
2020-02,3 ROOM,43,CIRCUIT RD,01 TO 03,51,Standard,1971,206000
2020-02,3 ROOM,44,CIRCUIT RD,01 TO 03,52,Standard,1971,181000
2020-02,3 ROOM,32,JLN BAHAGIA,07 TO 09,56,Standard,1971,200000
2020-02,3 ROOM,32,JLN BAHAGIA,01 TO 03,53,Standard,1971,190000
2020-02,3 ROOM,26,TOA PAYOH EAST,10 TO 12,67,Improved,1971,140000
2020-02,3 ROOM,120,HO CHING RD,10 TO 12,76,Improved,1972,275000
2020-02,2 ROOM,160,LOR 1 TOA PAYOH,04 TO 06,41,Improved,1972,215000
2020-02,3 ROOM,85A,LOR 4 TOA PAYOH,16 TO 18,68,Improved,1972,265000
2020-02,3 ROOM,177,TOA PAYOH CTRL,01 TO 03,67,Improved,1972,250000
2020-02,3 ROOM,128,BT MERAH VIEW,13 TO 15,76,Improved,1973,380000
2020-02,3 ROOM,32,BALAM RD,01 TO 03,57,Standard,1973,190000
2020-02,3 ROOM,57,LOR 5 TOA PAYOH,07 TO 09,61,Standard,1973,222000
2020-02,3 ROOM,207,TOA PAYOH NTH,10 TO 12,65,Improved,1973,268000
2020-02,4 ROOM,208,TOA PAYOH NTH,13 TO 15,81,Improved,1973,378888
2020-02,4 ROOM,208,TOA PAYOH NTH,10 TO 12,81,Improved,1973,388000
2020-02,4 ROOM,200,TOA PAYOH NTH,10 TO 12,87,Improved,1973,360000
2020-02,3 ROOM,8,SELEGIE RD,04 TO 06,65,Standard,1974,410000
2020-02,3 ROOM,212,BOON LAY PL,07 TO 09,66,Improved,1974,225000
2020-02,3 ROOM,122,YUAN CHING RD,10 TO 12,69,Improved,1974,240000
2020-02,3 ROOM,57,GEYLANG BAHRU,01 TO 03,65,Improved,1974,250000
2020-02,3 ROOM,67,KALLANG BAHRU,04 TO 06,65,Improved,1974,270000
2020-02,3 ROOM,64,KALLANG BAHRU,07 TO 09,65,Improved,1974,280000
2020-02,3 ROOM,11,UPP BOON KENG RD,16 TO 18,65,Improved,1974,310000
2020-02,4 ROOM,49,WHAMPOA STH,13 TO 15,87,Improved,1974,360000
2020-02,3 ROOM,2,HOLLAND AVE,04 TO 06,65,Improved,1974,430000
2020-02,3 ROOM,2,HOLLAND AVE,16 TO 18,65,Improved,1974,400000
2020-02,3 ROOM,4,HOLLAND CL,19 TO 21,65,Improved,1974,365000
2020-02,3 ROOM,4,HOLLAND CL,13 TO 15,65,Improved,1974,375000
2020-02,4 ROOM,8,HOLLAND AVE,01 TO 03,82,Improved,1974,418000
2020-02,4 ROOM,4,HOLLAND CL,13 TO 15,88,Improved,1974,530000
2020-02,3 ROOM,1,MARSILING DR,01 TO 03,65,Improved,1974,183000
2020-02,4 ROOM,5,MARSILING DR,04 TO 06,90,Improved,1974,250000
2020-02,4 ROOM,35,CHAI CHEE AVE,01 TO 03,82,Improved,1975,333000
2020-02,1 ROOM,7,TELOK BLANGAH CRES,10 TO 12,31,Improved,1975,157000
2020-02,3 ROOM,21,TELOK BLANGAH CRES,07 TO 09,76,Improved,1975,338888
2020-02,3 ROOM,20,TELOK BLANGAH CRES,07 TO 09,65,Improved,1975,255000
2020-02,5 ROOM,16,HOUGANG AVE 3,19 TO 21,123,Standard,1975,440000
2020-02,3 ROOM,185,BOON LAY AVE,01 TO 03,59,Improved,1975,215000
2020-02,3 ROOM,186,BOON LAY AVE,19 TO 21,59,Improved,1975,220000
2020-02,3 ROOM,186,BOON LAY AVE,04 TO 06,59,Improved,1975,200000
2020-02,3 ROOM,185,BOON LAY AVE,01 TO 03,59,Improved,1975,190000
2020-02,3 ROOM,185,BOON LAY AVE,13 TO 15,59,Improved,1975,196000
2020-02,3 ROOM,185,BOON LAY AVE,10 TO 12,59,Improved,1975,230000
2020-02,4 ROOM,15,UPP BOON KENG RD,01 TO 03,88,Improved,1975,408000
2020-02,3 ROOM,47,MARINE CRES,07 TO 09,65,Improved,1975,336000
2020-02,3 ROOM,19,MARINE TER,04 TO 06,76,Improved,1975,345000
2020-02,4 ROOM,19,MARINE TER,01 TO 03,88,Improved,1975,388000
2020-02,4 ROOM,17,MARINE TER,07 TO 09,82,Improved,1975,390000
2020-02,5 ROOM,46,MARINE CRES,07 TO 09,130,Adjoined flat,1975,768000
2020-02,3 ROOM,12,HOLLAND AVE,04 TO 06,73,Improved,1975,425000
2020-02,3 ROOM,12,HOLLAND AVE,16 TO 18,65,Improved,1975,390000
2020-02,3 ROOM,11,HOLLAND DR,10 TO 12,65,Improved,1975,406000
2020-02,5 ROOM,215,LOR 8 TOA PAYOH,13 TO 15,117,Standard,1975,520000
2020-02,4 ROOM,207,ANG MO KIO AVE 1,10 TO 12,97,New Generation,1976,410000
2020-02,5 ROOM,19,BEDOK STH RD,07 TO 09,117,Standard,1976,570000
2020-02,3 ROOM,60,TELOK BLANGAH HTS,01 TO 03,67,New Generation,1976,330000
2020-02,3 ROOM,31,TELOK BLANGAH RISE,10 TO 12,59,Improved,1976,290000
2020-02,3 ROOM,42,TELOK BLANGAH RISE,04 TO 06,70,Improved,1976,300000
2020-02,4 ROOM,129,KIM TIAN RD,10 TO 12,88,Improved,1976,385000
2020-02,4 ROOM,62,TELOK BLANGAH HTS,07 TO 09,98,New Generation,1976,470000
2020-02,5 ROOM,113,DEPOT RD,22 TO 24,114,Standard,1976,530000
2020-02,5 ROOM,113,DEPOT RD,10 TO 12,117,Standard,1976,525000
2020-02,5 ROOM,48,TELOK BLANGAH DR,10 TO 12,120,Standard,1976,682888
2020-02,5 ROOM,39,TELOK BLANGAH RISE,07 TO 09,114,Standard,1976,550000
2020-02,4 ROOM,11,HAIG RD,04 TO 06,92,New Generation,1976,385000
2020-02,3 ROOM,211,BOON LAY PL,04 TO 06,65,Improved,1976,210000
2020-02,3 ROOM,208,BOON LAY PL,04 TO 06,74,Improved,1976,235000
2020-02,5 ROOM,206,BOON LAY DR,01 TO 03,120,Standard,1976,308000
2020-02,4 ROOM,76,MARINE DR,13 TO 15,82,Improved,1976,540000
2020-02,4 ROOM,62,MARINE DR,10 TO 12,87,Improved,1976,520000
2020-02,3 ROOM,21,DOVER CRES,10 TO 12,73,Improved,1976,370000
2020-02,4 ROOM,226,LOR 8 TOA PAYOH,01 TO 03,82,Improved,1976,280000
2020-02,5 ROOM,224,LOR 8 TOA PAYOH,07 TO 09,119,Standard,1976,500000
2020-02,5 ROOM,229,LOR 8 TOA PAYOH,04 TO 06,117,Standard,1976,470000
2020-02,5 ROOM,223,LOR 8 TOA PAYOH,10 TO 12,117,Standard,1976,520000
2020-02,3 ROOM,12,MARSILING LANE,10 TO 12,65,Improved,1976,230000
2020-03,3 ROOM,38,TEBAN GDNS RD,04 TO 06,67,Improved,1966,210000
2020-03,3 ROOM,28,HOY FATT RD,13 TO 15,60,Standard,1967,245000
2020-03,2 ROOM,66,CIRCUIT RD,07 TO 09,45,Standard,1967,180000
2020-03,3 ROOM,21,BALAM RD,01 TO 03,60.3,Standard,1967,200000
2020-03,3 ROOM,23,BALAM RD,07 TO 09,60.3,Standard,1967,218000
2020-03,3 ROOM,20,BALAM RD,10 TO 12,60.3,Standard,1967,222000
2020-03,3 ROOM,65,CIRCUIT RD,04 TO 06,59,Standard,1967,200000
2020-03,3 ROOM,65,CIRCUIT RD,01 TO 03,59,Standard,1967,210000
2020-03,3 ROOM,83,C'WEALTH CL,04 TO 06,60,Standard,1967,260000
2020-03,3 ROOM,81,C'WEALTH CL,04 TO 06,60,Standard,1967,273000
2020-03,3 ROOM,93,C'WEALTH DR,04 TO 06,60,Standard,1967,255000
2020-03,3 ROOM,95,C'WEALTH DR,04 TO 06,60,Standard,1967,248000
2020-03,3 ROOM,89,C'WEALTH DR,04 TO 06,68,Standard,1967,245000
2020-03,3 ROOM,115,LOR 1 TOA PAYOH,04 TO 06,65,Improved,1967,238000
2020-03,3 ROOM,119,LOR 1 TOA PAYOH,07 TO 09,65,Improved,1968,250000
2020-03,3 ROOM,5,UPP ALJUNIED LANE,07 TO 09,57,Standard,1968,228000
2020-03,3 ROOM,48,CIRCUIT RD,10 TO 12,60,Standard,1969,230000
2020-03,3 ROOM,58,CIRCUIT RD,01 TO 03,55,Standard,1969,210000
2020-03,3 ROOM,5,JLN BATU,01 TO 03,60,Standard,1969,255000
2020-03,3 ROOM,3,JLN BATU,10 TO 12,60,Standard,1969,250000
2020-03,3 ROOM,111,C'WEALTH CRES,04 TO 06,60,Standard,1969,260000
2020-03,3 ROOM,108,C'WEALTH CRES,04 TO 06,60,Standard,1969,245000
2020-03,2 ROOM,7,JLN BATU,07 TO 09,48,Standard,1970,185000
2020-03,2 ROOM,9,JLN BATU,04 TO 06,50,Standard,1970,200000
2020-03,3 ROOM,154,MEI LING ST,13 TO 15,67,Improved,1970,260000
2020-03,3 ROOM,160,MEI LING ST,01 TO 03,72,Improved,1970,333000
2020-03,3 ROOM,171,STIRLING RD,10 TO 12,60,Improved,1970,248000
2020-03,3 ROOM,171,STIRLING RD,07 TO 09,60,Improved,1970,242000
2020-03,3 ROOM,170,STIRLING RD,07 TO 09,60,Improved,1970,238000
2020-03,3 ROOM,100,LOR 1 TOA PAYOH,10 TO 12,68,Improved,1970,275000
2020-03,3 ROOM,108,LOR 1 TOA PAYOH,04 TO 06,66,Improved,1970,222000
2020-03,3 ROOM,9,LOR 7 TOA PAYOH,01 TO 03,66,Improved,1970,224000
2020-03,3 ROOM,8,LOR 7 TOA PAYOH,04 TO 06,66,Improved,1970,213500
2020-03,3 ROOM,44,CIRCUIT RD,01 TO 03,52,Standard,1971,200000
2020-03,3 ROOM,45,CIRCUIT RD,07 TO 09,52,Standard,1971,225000
2020-03,3 ROOM,35,JLN BAHAGIA,04 TO 06,56,Standard,1971,195000
2020-03,3 ROOM,168,STIRLING RD,07 TO 09,60,Improved,1971,250000
2020-03,3 ROOM,17,LOR 7 TOA PAYOH,01 TO 03,66,Improved,1971,190000
2020-03,3 ROOM,27,TOA PAYOH EAST,01 TO 03,67,Improved,1971,222000
2020-03,3 ROOM,21,CHAI CHEE RD,10 TO 12,75,Improved,1972,325000
2020-03,3 ROOM,21,CHAI CHEE RD,10 TO 12,65,Improved,1972,260000
2020-03,4 ROOM,26,BENDEMEER RD,10 TO 12,83,Improved,1972,455000
2020-03,4 ROOM,69,MOULMEIN RD,19 TO 21,84,Improved,1972,540000
2020-03,4 ROOM,69,MOULMEIN RD,07 TO 09,84,Improved,1972,550000
2020-03,3 ROOM,173,LOR 1 TOA PAYOH,10 TO 12,66,Improved,1972,225000
2020-03,3 ROOM,85A,LOR 4 TOA PAYOH,07 TO 09,68,Improved,1972,280000
2020-03,3 ROOM,22,SIN MING RD,04 TO 06,68,Improved,1973,210000
2020-03,3 ROOM,130,BT MERAH VIEW,04 TO 06,65,Improved,1973,270000
2020-03,3 ROOM,130,BT MERAH VIEW,04 TO 06,65,Improved,1973,300000
2020-03,3 ROOM,77,INDUS RD,10 TO 12,63,Improved,1973,320000
2020-03,3 ROOM,34,KIM CHENG ST,04 TO 06,88,Standard,1973,715000
2020-03,2 ROOM,32,BALAM RD,04 TO 06,46,Standard,1973,190000
2020-03,3 ROOM,205,TOA PAYOH NTH,10 TO 12,65,Improved,1973,260000
2020-03,3 ROOM,207,TOA PAYOH NTH,01 TO 03,65,Improved,1973,240000
2020-03,4 ROOM,209,TOA PAYOH NTH,10 TO 12,81,Improved,1973,355000
2020-03,3 ROOM,38,KIM PONG RD,01 TO 03,88,Standard,1974,610000
2020-03,5 ROOM,87,ZION RD,10 TO 12,119,Improved,1974,820000
2020-03,5 ROOM,1,QUEEN'S RD,07 TO 09,120,Standard,1974,890000
2020-03,4 ROOM,53,CHIN SWEE RD,13 TO 15,77,Improved,1974,460000
2020-03,4 ROOM,53,CHIN SWEE RD,16 TO 18,77,Improved,1974,460000
2020-03,3 ROOM,214,BOON LAY PL,10 TO 12,66,Improved,1974,230000
2020-03,3 ROOM,73,GEYLANG BAHRU,04 TO 06,59,Improved,1974,271000
2020-03,3 ROOM,75,WHAMPOA DR,10 TO 12,76,Improved,1974,265000
2020-03,3 ROOM,82,WHAMPOA DR,13 TO 15,66,Improved,1974,270000
2020-03,3 ROOM,85,WHAMPOA DR,07 TO 09,65,Improved,1974,308000
2020-03,3 ROOM,86,WHAMPOA DR,10 TO 12,66,Improved,1974,270888
2020-03,4 ROOM,94,WHAMPOA DR,07 TO 09,91,Improved,1974,360000
2020-03,4 ROOM,100,WHAMPOA DR,25 TO 27,91,Improved,1974,380000
