Tranc_YearMonth,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price
2013-01,3 ROOM,93,JLN DUA,07 TO 09,70,Standard,1969,420000
2013-01,3 ROOM,4,JLN BATU,10 TO 12,60,Standard,1969,340000
2013-01,3 ROOM,2,JLN BATU,07 TO 09,60,Standard,1969,355000
2013-01,3 ROOM,65,C'WEALTH DR,01 TO 03,49,Standard,1969,308000
2013-01,3 ROOM,108,C'WEALTH CRES,01 TO 03,60,Standard,1969,309000
2013-01,3 ROOM,25,TANGLIN HALT RD,07 TO 09,52,Standard,1969,323000
2013-01,3 ROOM,112,C'WEALTH CRES,01 TO 03,60,Standard,1969,345000
2013-01,3 ROOM,110,C'WEALTH CRES,04 TO 06,71,Standard,1969,420000
2013-01,3 ROOM,4,LOR 7 TOA PAYOH,10 TO 12,68,Improved,1969,343000
2013-01,2 ROOM,16,TAMAN HO SWEE,01 TO 03,49,Standard,1970,295000
2013-01,3 ROOM,16,TAMAN HO SWEE,04 TO 06,54,Standard,1970,348000
2013-01,3 ROOM,107,JLN BT MERAH,01 TO 03,63,Standard,1970,356000
2013-01,4 ROOM,104,HENDERSON CRES,04 TO 06,74,Standard,1970,428000
2013-01,4 ROOM,101,HENDERSON CRES,07 TO 09,74,Standard,1970,465000
2013-01,2 ROOM,8,JLN BATU,04 TO 06,48,Standard,1970,280000
2013-01,3 ROOM,33,JLN BAHAGIA,01 TO 03,53,Standard,1970,295000
2013-01,3 ROOM,99,C'WEALTH CRES,01 TO 03,55,Standard,1970,306000
2013-01,3 ROOM,56,C'WEALTH DR,04 TO 06,56,Standard,1970,315000
2013-01,3 ROOM,165,STIRLING RD,04 TO 06,60,Improved,1970,365000
2013-01,3 ROOM,8,LOR 7 TOA PAYOH,04 TO 06,66,Improved,1970,335000
2013-01,3 ROOM,18,LOR 7 TOA PAYOH,04 TO 06,67,Improved,1970,336000
2013-01,3 ROOM,107,LOR 1 TOA PAYOH,07 TO 09,67,Improved,1970,365000
2013-01,3 ROOM,125,LOR 1 TOA PAYOH,10 TO 12,67,Improved,1970,368000
2013-01,3 ROOM,128,LOR 1 TOA PAYOH,07 TO 09,67,Improved,1970,383000
2013-01,3 ROOM,126,LOR 1 TOA PAYOH,16 TO 18,67,Improved,1970,391000
2013-01,2 ROOM,10,JLN BT HO SWEE,07 TO 09,34,Standard,1971,255000
2013-01,2 ROOM,2,JLN BT HO SWEE,01 TO 03,34,Standard,1971,262000
2013-01,3 ROOM,32,JLN BT HO SWEE,04 TO 06,59,Standard,1971,402000
2013-01,4 ROOM,34,JLN BT HO SWEE,07 TO 09,118,Adjoined flat,1971,768000
2013-01,2 ROOM,8,JLN KUKOH,10 TO 12,54,Improved,1971,300000
2013-01,3 ROOM,45,CIRCUIT RD,01 TO 03,51,Standard,1971,275000
2013-01,3 ROOM,44,CIRCUIT RD,07 TO 09,52,Standard,1971,303888
2013-01,3 ROOM,35,CIRCUIT RD,10 TO 12,63.1,Standard,1971,330000
2013-01,2 ROOM,41,TANGLIN HALT RD,07 TO 09,46,Standard,1971,272000
2013-01,2 ROOM,59,C'WEALTH DR,01 TO 03,46,Standard,1971,278000
2013-01,3 ROOM,41,TANGLIN HALT RD,10 TO 12,56,Standard,1971,355000
2013-01,3 ROOM,26,TOA PAYOH EAST,01 TO 03,67,Improved,1971,335000
2013-01,3 ROOM,17,LOR 7 TOA PAYOH,13 TO 15,67,Improved,1971,366800
2013-01,3 ROOM,157,LOR 1 TOA PAYOH,10 TO 12,67,Improved,1971,398000
2013-01,3 ROOM,20,CHAI CHEE RD,04 TO 06,65,Improved,1972,340000
2013-01,3 ROOM,37,CIRCUIT RD,10 TO 12,58,Standard,1972,330000
2013-01,3 ROOM,120,HO CHING RD,07 TO 09,67,Improved,1972,302000
2013-01,3 ROOM,119,HO CHING RD,04 TO 06,67,Improved,1972,305000
2013-01,3 ROOM,120,HO CHING RD,04 TO 06,67,Improved,1972,314000
2013-01,3 ROOM,119,HO CHING RD,04 TO 06,67,Improved,1972,315000
2013-01,3 ROOM,24,BENDEMEER RD,07 TO 09,68,Improved,1972,398000
2013-01,3 ROOM,173,LOR 1 TOA PAYOH,07 TO 09,66,Improved,1972,390000
2013-01,3 ROOM,85C,LOR 4 TOA PAYOH,13 TO 15,68,Improved,1972,395000
2013-01,3 ROOM,128,BT MERAH VIEW,10 TO 12,65,Improved,1973,441000
2013-01,4 ROOM,120,BT MERAH VIEW,10 TO 12,88,Improved,1973,570000
2013-01,3 ROOM,17,SENG POH RD,01 TO 03,88,Standard,1973,636300
2013-01,3 ROOM,50,MOH GUAN TER,04 TO 06,88,Standard,1973,663000
2013-01,3 ROOM,77,LOR LIMAU,01 TO 03,59,Improved,1973,314500
2013-01,3 ROOM,77,LOR LIMAU,13 TO 15,59,Improved,1973,342000
2013-01,3 ROOM,26,TANGLIN HALT RD,01 TO 03,56,Standard,1973,322000
2013-01,3 ROOM,35,TANGLIN HALT RD,07 TO 09,56,Standard,1973,330000
2013-01,3 ROOM,58,C'WEALTH DR,07 TO 09,56,Standard,1973,340000
2013-01,3 ROOM,26,TANGLIN HALT RD,07 TO 09,56,Standard,1973,345000
2013-01,3 ROOM,27,TANGLIN HALT RD,04 TO 06,56,Standard,1973,363000
2013-01,3 ROOM,195,KIM KEAT AVE,01 TO 03,66,Improved,1973,303000
2013-01,3 ROOM,69,LOR 4 TOA PAYOH,04 TO 06,62,Standard,1973,343000
2013-01,4 ROOM,200,TOA PAYOH NTH,10 TO 12,87,Improved,1973,434000
2013-01,4 ROOM,204,TOA PAYOH NTH,04 TO 06,87,Improved,1973,450000
2013-01,4 ROOM,200,TOA PAYOH NTH,10 TO 12,87,Improved,1973,475000
2013-01,3 ROOM,68,GEYLANG BAHRU,01 TO 03,65,Improved,1974,340000
2013-01,3 ROOM,86,WHAMPOA DR,13 TO 15,66,Improved,1974,346000
2013-01,3 ROOM,82,WHAMPOA DR,13 TO 15,66,Improved,1974,352000
2013-01,3 ROOM,68,GEYLANG BAHRU,13 TO 15,65,Improved,1974,372500
2013-01,3 ROOM,47,BENDEMEER RD,10 TO 12,65,Improved,1974,384666
2013-01,4 ROOM,95,WHAMPOA DR,10 TO 12,91,Improved,1974,510000
2013-01,4 ROOM,100,WHAMPOA DR,16 TO 18,91,Improved,1974,510000
2013-01,4 ROOM,95,WHAMPOA DR,10 TO 12,91,Improved,1974,515000
2013-01,5 ROOM,53,GEYLANG BAHRU,13 TO 15,114,Standard,1974,622000
2013-01,3 ROOM,8,HOLLAND AVE,13 TO 15,59,Improved,1974,427000
2013-01,3 ROOM,6,HOLLAND CL,04 TO 06,65,Improved,1974,450000
2013-01,3 ROOM,8,HOLLAND AVE,19 TO 21,59,Improved,1974,456888
2013-01,3 ROOM,4,HOLLAND CL,16 TO 18,73,Improved,1974,500000
2013-01,4 ROOM,168A,QUEENSWAY,13 TO 15,84,Improved,1974,515000
2013-01,3 ROOM,2,HOLLAND AVE,19 TO 21,65,Improved,1974,540000
2013-01,4 ROOM,4,HOLLAND CL,10 TO 12,88,Improved,1974,620800
2013-01,4 ROOM,191,LOR 4 TOA PAYOH,07 TO 09,84,Improved,1974,572000
2013-01,3 ROOM,2,MARSILING DR,10 TO 12,65,Improved,1974,300000
2013-01,4 ROOM,5,MARSILING DR,04 TO 06,90,Improved,1974,330000
2013-01,5 ROOM,33,CHAI CHEE AVE,22 TO 24,117,Standard,1975,688000
2013-01,1 ROOM,7,TELOK BLANGAH CRES,07 TO 09,31,Improved,1975,240000
2013-01,3 ROOM,13,TELOK BLANGAH CRES,13 TO 15,65,Improved,1975,370000
2013-01,3 ROOM,105,HENDERSON CRES,10 TO 12,65,Improved,1975,415000
2013-01,4 ROOM,23,TELOK BLANGAH CRES,07 TO 09,82,Improved,1975,490000
2013-01,5 ROOM,26,TELOK BLANGAH CRES,04 TO 06,119,Standard,1975,680000
2013-01,3 ROOM,95,ALJUNIED CRES,07 TO 09,65,Improved,1975,335000
2013-01,3 ROOM,95,ALJUNIED CRES,07 TO 09,65,Improved,1975,363000
2013-01,3 ROOM,97,ALJUNIED CRES,07 TO 09,65,Improved,1975,365000
2013-01,4 ROOM,44,SIMS DR,16 TO 18,88,Improved,1975,493000
2013-01,3 ROOM,186,BOON LAY AVE,22 TO 24,59,Improved,1975,300000
2013-01,3 ROOM,186,BOON LAY AVE,16 TO 18,68,Improved,1975,330000
2013-01,3 ROOM,31,MARINE CRES,04 TO 06,65,Improved,1975,397000
2013-01,3 ROOM,59,MARINE TER,04 TO 06,65,Improved,1975,430000
2013-01,3 ROOM,59,MARINE TER,04 TO 06,76,Improved,1975,475000
2013-01,5 ROOM,14,MARINE TER,10 TO 12,120,Standard,1975,858000
2013-01,3 ROOM,2,DOVER RD,01 TO 03,65,Improved,1975,405000
2013-01,4 ROOM,214,LOR 8 TOA PAYOH,04 TO 06,82,Improved,1975,400000
2013-01,5 ROOM,216,LOR 8 TOA PAYOH,16 TO 18,119,Standard,1975,615000
2013-01,3 ROOM,214,ANG MO KIO AVE 3,07 TO 09,67,New Generation,1976,370000
2013-01,3 ROOM,3,BEDOK STH AVE 1,10 TO 12,59,Improved,1976,348000
2013-01,3 ROOM,2,BEDOK STH AVE 1,01 TO 03,65,Improved,1976,360000
2013-01,3 ROOM,4,BEDOK STH AVE 1,07 TO 09,65,Improved,1976,365000
2013-01,2 ROOM,45,TELOK BLANGAH DR,04 TO 06,45,Improved,1976,285000
2013-01,2 ROOM,45,TELOK BLANGAH DR,04 TO 06,45,Improved,1976,298000
2013-01,3 ROOM,44,TELOK BLANGAH DR,04 TO 06,65,Improved,1976,360000
2013-01,3 ROOM,60,TELOK BLANGAH HTS,04 TO 06,67,New Generation,1976,398000
2013-01,3 ROOM,63,TELOK BLANGAH HTS,10 TO 12,73,New Generation,1976,440000
2013-01,4 ROOM,34,TELOK BLANGAH WAY,13 TO 15,82,Improved,1976,530000
2013-01,5 ROOM,114,DEPOT RD,10 TO 12,117,Standard,1976,670000
2013-01,5 ROOM,37,TELOK BLANGAH RISE,10 TO 12,117,Standard,1976,705000
2013-01,5 ROOM,114,DEPOT RD,19 TO 21,117,Standard,1976,710000
2013-01,5 ROOM,114,DEPOT RD,13 TO 15,117,Standard,1976,730000
2013-01,3 ROOM,8,EMPRESS RD,04 TO 06,65,Improved,1976,411000
2013-01,4 ROOM,2,HAIG RD,04 TO 06,92,New Generation,1976,543000
2013-01,5 ROOM,6,HAIG RD,07 TO 09,115,Improved,1976,693000
2013-01,3 ROOM,211,BOON LAY PL,04 TO 06,65,Improved,1976,298000
2013-01,3 ROOM,208,BOON LAY PL,19 TO 21,65,Improved,1976,300000
2013-01,3 ROOM,207,BOON LAY PL,10 TO 12,65,Improved,1976,316000
2013-01,3 ROOM,211,BOON LAY PL,07 TO 09,74,Improved,1976,348000
2013-01,5 ROOM,200,BOON LAY DR,07 TO 09,121,Standard,1976,490000
2013-01,3 ROOM,10,GLOUCESTER RD,04 TO 06,67,New Generation,1976,440000
2013-01,5 ROOM,48A,DORSET RD,04 TO 06,114,Standard,1976,701000
2013-01,3 ROOM,66,MARINE DR,04 TO 06,76,Improved,1976,502000
2013-01,3 ROOM,3,GHIM MOH RD,01 TO 03,65,Improved,1976,400000
2013-01,3 ROOM,4,GHIM MOH RD,01 TO 03,65,Improved,1976,401000
2013-01,3 ROOM,21,DOVER CRES,04 TO 06,65,Improved,1976,406000
2013-01,3 ROOM,21,DOVER CRES,01 TO 03,65,Improved,1976,410000
2013-01,3 ROOM,4,GHIM MOH RD,07 TO 09,65,Improved,1976,428000
2013-01,3 ROOM,234,LOR 8 TOA PAYOH,01 TO 03,65,Improved,1976,335000
2013-01,3 ROOM,225,LOR 8 TOA PAYOH,04 TO 06,65,Improved,1976,335000
2013-01,4 ROOM,226,LOR 8 TOA PAYOH,04 TO 06,82,Improved,1976,412000
2013-01,3 ROOM,15,MARSILING LANE,01 TO 03,65,Improved,1976,292000
2013-01,3 ROOM,13,MARSILING LANE,04 TO 06,65,Improved,1976,303000
2013-01,3 ROOM,12,MARSILING LANE,10 TO 12,65,Improved,1976,310000
2013-01,3 ROOM,15,MARSILING LANE,10 TO 12,65,Improved,1976,320000
2013-01,3 ROOM,15,MARSILING LANE,07 TO 09,76,Improved,1976,348000
2013-01,5 ROOM,11,MARSILING DR,01 TO 03,126,Standard,1976,450000
2013-01,5 ROOM,11,MARSILING DR,16 TO 18,126,Standard,1976,465000
2013-02,3 ROOM,62,CIRCUIT RD,07 TO 09,56,Standard,1967,290000
2013-02,3 ROOM,22,BALAM RD,01 TO 03,60,Standard,1967,298000
2013-02,3 ROOM,21,BALAM RD,10 TO 12,60.3,Standard,1967,303000
2013-02,3 ROOM,63,CIRCUIT RD,07 TO 09,56,Standard,1967,310000
2013-02,3 ROOM,20,BALAM RD,04 TO 06,60.3,Standard,1967,324000
2013-02,3 ROOM,87,C'WEALTH CL,01 TO 03,58,Standard,1967,320000
2013-02,3 ROOM,81,C'WEALTH CL,01 TO 03,60,Standard,1967,358000
2013-02,3 ROOM,90,C'WEALTH DR,10 TO 12,69,Standard,1967,408000
2013-02,3 ROOM,112,LOR 1 TOA PAYOH,10 TO 12,65,Improved,1967,388000
2013-02,2 ROOM,120,LOR 2 TOA PAYOH,07 TO 09,40,Standard,1968,268000
2013-02,3 ROOM,3,UPP ALJUNIED LANE,10 TO 12,57,Standard,1968,315000
2013-02,3 ROOM,113,JLN BT MERAH,07 TO 09,60,Standard,1969,357000
2013-02,3 ROOM,26,JLN KLINIK,07 TO 09,60,Standard,1969,388000
2013-02,3 ROOM,50,CIRCUIT RD,04 TO 06,56,Standard,1969,295000
2013-02,3 ROOM,70,CIRCUIT RD,07 TO 09,56,Standard,1969,305000
2013-02,3 ROOM,93,JLN DUA,07 TO 09,62,Standard,1969,375000
2013-02,3 ROOM,25,TANGLIN HALT RD,07 TO 09,52,Standard,1969,340000
2013-02,3 ROOM,112,C'WEALTH CRES,04 TO 06,60,Standard,1969,345000
2013-02,3 ROOM,2,LOR 7 TOA PAYOH,01 TO 03,67,Improved,1969,345000
2013-02,3 ROOM,16,TAMAN HO SWEE,07 TO 09,54,Standard,1970,347000
2013-02,2 ROOM,8,JLN BATU,04 TO 06,48,Standard,1970,280000
2013-02,3 ROOM,102,C'WEALTH CRES,04 TO 06,55,Standard,1970,323000
2013-02,3 ROOM,32,TANGLIN HALT RD,04 TO 06,52,Standard,1970,336000
2013-02,3 ROOM,99,C'WEALTH CRES,07 TO 09,64,Standard,1970,356000
2013-02,3 ROOM,97,C'WEALTH CRES,07 TO 09,68,Standard,1970,363000
2013-02,3 ROOM,169,STIRLING RD,10 TO 12,60,Improved,1970,382000
2013-02,3 ROOM,171,STIRLING RD,13 TO 15,60,Improved,1970,395000
2013-02,3 ROOM,12,LOR 7 TOA PAYOH,01 TO 03,66,Improved,1970,340000
2013-02,3 ROOM,13,LOR 7 TOA PAYOH,07 TO 09,66,Improved,1970,345000
2013-02,3 ROOM,128,LOR 1 TOA PAYOH,04 TO 06,67,Improved,1970,376000
2013-02,3 ROOM,126,LOR 1 TOA PAYOH,10 TO 12,67,Improved,1970,405000
2013-02,2 ROOM,45,CIRCUIT RD,01 TO 03,41,Standard,1971,260000
2013-02,3 ROOM,45,CIRCUIT RD,01 TO 03,51,Standard,1971,272000
2013-02,3 ROOM,35,CIRCUIT RD,10 TO 12,63.1,Standard,1971,328000
2013-02,3 ROOM,35,JLN BAHAGIA,04 TO 06,56,Standard,1971,290000
2013-02,3 ROOM,36,TANGLIN HALT RD,04 TO 06,56,Standard,1971,333000
2013-02,3 ROOM,17,LOR 7 TOA PAYOH,07 TO 09,67,Improved,1971,349000
2013-02,3 ROOM,25,TOA PAYOH EAST,07 TO 09,67,Improved,1971,356000
2013-02,3 ROOM,19,CHAI CHEE RD,01 TO 03,75,Improved,1972,340000
2013-02,3 ROOM,19,CHAI CHEE RD,04 TO 06,65,Improved,1972,350000
2013-02,3 ROOM,23,BENDEMEER RD,07 TO 09,68,Improved,1972,398000
2013-02,3 ROOM,34,WHAMPOA WEST,01 TO 03,68,Improved,1972,410000
2013-02,3 ROOM,26,BENDEMEER RD,13 TO 15,71,Improved,1972,452000
2013-02,3 ROOM,49,JLN BAHAGIA,01 TO 03,80,Terrace,1972,735000
2013-02,3 ROOM,85A,LOR 4 TOA PAYOH,19 TO 21,68,Improved,1972,425000
2013-02,3 ROOM,31,TANGLIN HALT RD,01 TO 03,52,Standard,1973,326000
2013-02,3 ROOM,195,KIM KEAT AVE,10 TO 12,66,Improved,1973,315000
2013-02,3 ROOM,195,KIM KEAT AVE,10 TO 12,66,Improved,1973,322000
2013-02,3 ROOM,69,LOR 4 TOA PAYOH,04 TO 06,62,Standard,1973,342000
2013-02,3 ROOM,205,TOA PAYOH NTH,04 TO 06,75,Improved,1973,408000
2013-02,3 ROOM,116,BT MERAH VIEW,01 TO 03,70,Improved,1974,420000
2013-02,3 ROOM,4,QUEEN'S RD,10 TO 12,73,Improved,1974,455000
2013-02,4 ROOM,3,QUEEN'S RD,04 TO 06,91,Improved,1974,618000
2013-02,3 ROOM,122,YUAN CHING RD,01 TO 03,61,Improved,1974,283000
2013-02,3 ROOM,121,YUAN CHING RD,01 TO 03,60,Improved,1974,300000
2013-02,3 ROOM,212,BOON LAY PL,01 TO 03,66,Improved,1974,302000
2013-02,3 ROOM,57,GEYLANG BAHRU,10 TO 12,65,Improved,1974,350000
2013-02,3 ROOM,11,UPP BOON KENG RD,10 TO 12,65,Improved,1974,380000
2013-02,3 ROOM,8,HOLLAND AVE,01 TO 03,59,Improved,1974,405000
2013-02,3 ROOM,2,HOLLAND AVE,07 TO 09,65,Improved,1974,458000
2013-02,4 ROOM,4,HOLLAND CL,19 TO 21,88,Improved,1974,668000
2013-02,4 ROOM,193,LOR 4 TOA PAYOH,10 TO 12,84,Improved,1974,600000
2013-02,3 ROOM,132,JLN BT MERAH,07 TO 09,59,Improved,1975,308000
2013-02,3 ROOM,16,TELOK BLANGAH CRES,01 TO 03,76,Improved,1975,365000
2013-02,5 ROOM,26,TELOK BLANGAH CRES,19 TO 21,114,Standard,1975,732888
2013-02,5 ROOM,1,HOUGANG AVE 3,10 TO 12,118,Adjoined flat,1975,528000
2013-02,3 ROOM,185,BOON LAY AVE,04 TO 06,59,Improved,1975,300000
2013-02,3 ROOM,185,BOON LAY AVE,01 TO 03,59,Improved,1975,300000
2013-02,3 ROOM,185,BOON LAY AVE,04 TO 06,68,Improved,1975,303000
2013-02,3 ROOM,46,MARINE CRES,10 TO 12,65,Improved,1975,404000
2013-02,3 ROOM,6,MARINE TER,07 TO 09,65,Improved,1975,433000
2013-02,3 ROOM,33,MARINE CRES,13 TO 15,65,Improved,1975,463000
2013-02,4 ROOM,55,MARINE TER,07 TO 09,88,Improved,1975,545000
2013-02,5 ROOM,28,MARINE CRES,07 TO 09,123,Standard,1975,800000
2013-02,5 ROOM,1,MARINE TER,04 TO 06,120,Standard,1975,800000
2013-02,5 ROOM,13,MARINE TER,13 TO 15,128,Standard,1975,855000
2013-02,3 ROOM,13,HOLLAND DR,07 TO 09,65,Improved,1975,478000
2013-02,4 ROOM,13,HOLLAND DR,07 TO 09,88,Improved,1975,640000
2013-02,3 ROOM,213,ANG MO KIO AVE 3,07 TO 09,67,New Generation,1976,350000
2013-02,3 ROOM,216,ANG MO KIO AVE 1,04 TO 06,73,New Generation,1976,362000
2013-02,3 ROOM,28,TELOK BLANGAH RISE,10 TO 12,59,Improved,1976,340000
2013-02,3 ROOM,47,TELOK BLANGAH DR,01 TO 03,65,Improved,1976,355000
2013-02,4 ROOM,27,TELOK BLANGAH WAY,07 TO 09,82,Improved,1976,485000
2013-02,4 ROOM,58,TELOK BLANGAH HTS,01 TO 03,91,New Generation,1976,515000
2013-02,3 ROOM,63,TELOK BLANGAH HTS,10 TO 12,88,New Generation,1976,515000
2013-02,5 ROOM,113,DEPOT RD,13 TO 15,117,Standard,1976,700000
2013-02,3 ROOM,211,BOON LAY PL,07 TO 09,65,Improved,1976,310000
2013-02,3 ROOM,10,GLOUCESTER RD,04 TO 06,67,New Generation,1976,426000
2013-02,3 ROOM,4,GHIM MOH RD,04 TO 06,65,Improved,1976,408000
2013-02,3 ROOM,3,GHIM MOH RD,07 TO 09,65,Improved,1976,408888
2013-02,3 ROOM,5,GHIM MOH RD,04 TO 06,65,Improved,1976,410000
2013-02,3 ROOM,5,GHIM MOH RD,10 TO 12,65,Improved,1976,472500
2013-02,3 ROOM,12,MARSILING LANE,01 TO 03,65,Improved,1976,275000
2013-02,3 ROOM,15,MARSILING LANE,01 TO 03,65,Improved,1976,303000
2013-02,3 ROOM,15,MARSILING LANE,04 TO 06,65,Improved,1976,317000
2013-03,2 ROOM,28,HOY FATT RD,10 TO 12,47,Standard,1967,290000
2013-03,3 ROOM,28,HOY FATT RD,01 TO 03,60,Standard,1967,335000
2013-03,2 ROOM,66,CIRCUIT RD,07 TO 09,45,Standard,1967,275000
2013-03,3 ROOM,65,CIRCUIT RD,04 TO 06,59,Standard,1967,316000
2013-03,3 ROOM,20,BALAM RD,07 TO 09,60.3,Standard,1967,320000
2013-03,3 ROOM,64,CIRCUIT RD,04 TO 06,59,Standard,1967,325000
2013-03,3 ROOM,84,C'WEALTH CL,01 TO 03,66,Standard,1967,380000
2013-03,2 ROOM,82,MACPHERSON LANE,10 TO 12,50,Standard,1968,260000
2013-03,3 ROOM,4,UPP ALJUNIED LANE,04 TO 06,57,Standard,1968,318000
2013-03,3 ROOM,113,JLN BT MERAH,04 TO 06,60,Standard,1969,365000
2013-03,3 ROOM,28,JLN KLINIK,01 TO 03,58,Standard,1969,395000
2013-03,3 ROOM,49,CIRCUIT RD,01 TO 03,55,Standard,1969,288000
2013-03,3 ROOM,58,CIRCUIT RD,01 TO 03,56,Standard,1969,300000
2013-03,3 ROOM,50,CIRCUIT RD,07 TO 09,56,Standard,1969,302000
2013-03,3 ROOM,58,CIRCUIT RD,07 TO 09,56,Standard,1969,305000
2013-03,3 ROOM,99,OLD AIRPORT RD,10 TO 12,56,Standard,1969,388000
2013-03,2 ROOM,111,C'WEALTH CRES,01 TO 03,47,Standard,1969,282000
2013-03,3 ROOM,4,LOR 7 TOA PAYOH,04 TO 06,68,Improved,1969,328000
2013-03,3 ROOM,3,LOR 7 TOA PAYOH,04 TO 06,68,Improved,1969,348000
2013-03,3 ROOM,2,LOR 7 TOA PAYOH,04 TO 06,67,Improved,1969,360000
2013-03,3 ROOM,111,HO CHING RD,10 TO 12,68,Improved,1970,320000
2013-03,2 ROOM,8,JLN BATU,07 TO 09,48,Standard,1970,281000
2013-03,3 ROOM,33,JLN BAHAGIA,01 TO 03,56,Standard,1970,298000
2013-03,2 ROOM,97,C'WEALTH CRES,04 TO 06,47,Standard,1970,260000
2013-03,3 ROOM,56,C'WEALTH DR,01 TO 03,56,Standard,1970,320000
2013-03,3 ROOM,97,C'WEALTH CRES,01 TO 03,59,Standard,1970,325000
2013-03,3 ROOM,170,STIRLING RD,07 TO 09,60,Improved,1970,375000
2013-03,3 ROOM,162,MEI LING ST,07 TO 09,66,Improved,1970,378000
2013-03,3 ROOM,165,STIRLING RD,07 TO 09,60,Improved,1970,380000
2013-03,3 ROOM,165,STIRLING RD,10 TO 12,70,Improved,1970,422000
2013-03,3 ROOM,157,MEI LING ST,04 TO 06,69,Improved,1970,440000
2013-03,4 ROOM,160,MEI LING ST,16 TO 18,85,Improved,1970,620000
2013-03,3 ROOM,13,LOR 7 TOA PAYOH,07 TO 09,66,Improved,1970,348800
2013-03,3 ROOM,18,LOR 7 TOA PAYOH,07 TO 09,67,Improved,1970,360000
2013-03,3 ROOM,126,LOR 1 TOA PAYOH,07 TO 09,67,Improved,1970,373000
2013-03,3 ROOM,126,LOR 1 TOA PAYOH,04 TO 06,67,Improved,1970,373000
2013-03,3 ROOM,100,LOR 1 TOA PAYOH,07 TO 09,68,Improved,1970,378000
2013-03,3 ROOM,116,LOR 2 TOA PAYOH,04 TO 06,63,Improved,1970,380000
2013-03,3 ROOM,116,LOR 2 TOA PAYOH,16 TO 18,63,Improved,1970,395000
2013-03,3 ROOM,96,LOR 3 TOA PAYOH,13 TO 15,68,Improved,1970,400000
2013-03,2 ROOM,36,BEO CRES,04 TO 06,51,Standard,1971,330000
2013-03,3 ROOM,8,JLN BT HO SWEE,01 TO 03,56,Standard,1971,350000
2013-03,3 ROOM,34,JLN BT HO SWEE,07 TO 09,59,Standard,1971,413000
2013-03,3 ROOM,4,JLN BT HO SWEE,01 TO 03,59,Standard,1971,425000
2013-03,3 ROOM,38,CIRCUIT RD,01 TO 03,58,Standard,1971,295000
2013-03,3 ROOM,43,CIRCUIT RD,07 TO 09,52,Standard,1971,305000
2013-03,3 ROOM,46,CIRCUIT RD,07 TO 09,52,Standard,1971,317000
2013-03,3 ROOM,35,CIRCUIT RD,04 TO 06,63.1,Standard,1971,330000
2013-03,3 ROOM,36,CIRCUIT RD,07 TO 09,63.1,Standard,1971,333000
2013-03,3 ROOM,114,HO CHING RD,01 TO 03,67,Improved,1971,300000
2013-03,3 ROOM,28,JLN BAHAGIA,07 TO 09,56,Standard,1971,300500
2013-03,2 ROOM,43,TANGLIN HALT RD,01 TO 03,46,Standard,1971,267000
2013-03,3 ROOM,38,TANGLIN HALT RD,01 TO 03,56,Standard,1971,330000
2013-03,3 ROOM,40,TANGLIN HALT RD,01 TO 03,56,Standard,1971,333000
