Tranc_YearMonth,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price
2019-01,5 ROOM,9,MARSILING DR,13 TO 15,120,Standard,1976,320000
2019-02,3 ROOM,28,JLN BT MERAH,13 TO 15,60,Standard,1967,288000
2019-02,3 ROOM,19,BALAM RD,01 TO 03,60.3,Standard,1967,230000
2019-02,2 ROOM,85,C'WEALTH CL,04 TO 06,46,Standard,1967,198000
2019-02,3 ROOM,95,C'WEALTH DR,04 TO 06,60,Standard,1967,250000
2019-02,3 ROOM,87,C'WEALTH CL,04 TO 06,58,Standard,1967,255888
2019-02,3 ROOM,84,C'WEALTH CL,07 TO 09,58,Standard,1967,275000
2019-02,3 ROOM,82,C'WEALTH CL,10 TO 12,60,Standard,1967,282000
2019-02,3 ROOM,82,C'WEALTH CL,16 TO 18,60,Standard,1967,298000
2019-02,4 ROOM,88,C'WEALTH CL,01 TO 03,127,Adjoined flat,1967,650000
2019-02,3 ROOM,115,LOR 1 TOA PAYOH,10 TO 12,65,Improved,1967,280000
2019-02,3 ROOM,112,LOR 1 TOA PAYOH,07 TO 09,65,Improved,1967,295000
2019-02,3 ROOM,2,UPP ALJUNIED LANE,07 TO 09,57,Standard,1968,210000
2019-02,3 ROOM,3,UPP ALJUNIED LANE,01 TO 03,57,Standard,1968,228000
2019-02,3 ROOM,22,HAVELOCK RD,07 TO 09,64,Standard,1969,368000
2019-02,2 ROOM,51,CIRCUIT RD,07 TO 09,42,Standard,1969,185000
2019-02,3 ROOM,57,CIRCUIT RD,07 TO 09,56,Standard,1969,222888
2019-02,2 ROOM,110,C'WEALTH CRES,01 TO 03,45,Standard,1969,185000
2019-02,3 ROOM,1,LOR 7 TOA PAYOH,01 TO 03,67,Improved,1969,195000
2019-02,3 ROOM,2,LOR 7 TOA PAYOH,04 TO 06,67,Improved,1969,200000
2019-02,3 ROOM,66,LOR 4 TOA PAYOH,01 TO 03,64,Standard,1969,200000
2019-02,3 ROOM,2,LOR 7 TOA PAYOH,04 TO 06,67,Improved,1969,245000
2019-02,3 ROOM,34,JLN BAHAGIA,07 TO 09,56,Standard,1970,228000
2019-02,3 ROOM,164,STIRLING RD,10 TO 12,66,Improved,1970,281000
2019-02,3 ROOM,160,MEI LING ST,10 TO 12,72,Improved,1970,305000
2019-02,4 ROOM,160,MEI LING ST,16 TO 18,85,Improved,1970,470000
2019-02,3 ROOM,13,LOR 7 TOA PAYOH,01 TO 03,65,Improved,1970,205000
2019-02,3 ROOM,20,LOR 7 TOA PAYOH,07 TO 09,67,Improved,1970,240000
2019-02,3 ROOM,12,LOR 7 TOA PAYOH,10 TO 12,66,Improved,1970,248000
2019-02,3 ROOM,34,LOR 5 TOA PAYOH,10 TO 12,67,Improved,1970,255000
2019-02,2 ROOM,8,JLN KUKOH,10 TO 12,53,Improved,1971,230000
2019-02,3 ROOM,43,CIRCUIT RD,07 TO 09,61,Standard,1971,270000
2019-02,3 ROOM,114,HO CHING RD,04 TO 06,67,Improved,1971,190000
2019-02,3 ROOM,17,LOR 7 TOA PAYOH,10 TO 12,67,Improved,1971,240000
2019-02,3 ROOM,26,TOA PAYOH EAST,07 TO 09,67,Improved,1971,250000
2019-02,3 ROOM,21,CHAI CHEE RD,04 TO 06,65,Improved,1972,252000
2019-02,3 ROOM,20,CHAI CHEE RD,04 TO 06,65,Improved,1972,265000
2019-02,3 ROOM,168,LOR 1 TOA PAYOH,04 TO 06,65,Improved,1972,258000
2019-02,3 ROOM,85A,LOR 4 TOA PAYOH,04 TO 06,68,Improved,1972,286500
2019-02,3 ROOM,24,SIN MING RD,07 TO 09,65,Improved,1973,260000
2019-02,2 ROOM,50,HAVELOCK RD,10 TO 12,45,Standard,1973,212000
2019-02,3 ROOM,130,BT MERAH VIEW,04 TO 06,65,Improved,1973,400000
2019-02,3 ROOM,48,MOH GUAN TER,01 TO 03,77,Standard,1973,606000
2019-02,3 ROOM,35,LIM LIAK ST,01 TO 03,88,Standard,1973,628000
2019-02,3 ROOM,205,TOA PAYOH NTH,10 TO 12,65,Improved,1973,282888
2019-02,3 ROOM,69,LOR 4 TOA PAYOH,07 TO 09,62,Standard,1973,283000
2019-02,4 ROOM,204,TOA PAYOH NTH,04 TO 06,87,Improved,1973,380000
2019-02,3 ROOM,32,CHAI CHEE AVE,10 TO 12,65,Improved,1974,282000
2019-02,3 ROOM,116,BT MERAH VIEW,04 TO 06,59,Improved,1974,280000
2019-02,3 ROOM,6,FARRER RD,07 TO 09,76,Improved,1974,450000
2019-02,3 ROOM,10,SELEGIE RD,07 TO 09,57,Standard,1974,373000
2019-02,3 ROOM,98,WHAMPOA DR,10 TO 12,65,Improved,1974,250000
2019-02,3 ROOM,47,BENDEMEER RD,04 TO 06,65,Improved,1974,250000
2019-02,3 ROOM,86,WHAMPOA DR,10 TO 12,66,Improved,1974,256000
2019-02,3 ROOM,64,KALLANG BAHRU,10 TO 12,65,Improved,1974,270000
2019-02,3 ROOM,57,GEYLANG BAHRU,16 TO 18,65,Improved,1974,276000
2019-02,3 ROOM,57,GEYLANG BAHRU,07 TO 09,65,Improved,1974,315000
2019-02,4 ROOM,191,LOR 4 TOA PAYOH,16 TO 18,84,Improved,1974,463000
2019-02,3 ROOM,1,MARSILING DR,01 TO 03,65,Improved,1974,208000
2019-02,1 ROOM,7,TELOK BLANGAH CRES,04 TO 06,31,Improved,1975,180000
2019-02,1 ROOM,7,TELOK BLANGAH CRES,10 TO 12,31,Improved,1975,185000
2019-02,3 ROOM,18,TELOK BLANGAH CRES,13 TO 15,76,Improved,1975,260000
2019-02,3 ROOM,20,TELOK BLANGAH CRES,10 TO 12,65,Improved,1975,268000
2019-02,3 ROOM,2,JLN BT MERAH,04 TO 06,63,Improved,1975,270000
2019-02,3 ROOM,22,TELOK BLANGAH CRES,10 TO 12,70,Improved,1975,310500
2019-02,3 ROOM,105,HENDERSON CRES,22 TO 24,65,Improved,1975,370000
2019-02,3 ROOM,34,UPP CROSS ST,13 TO 15,65,Improved,1975,368000
2019-02,3 ROOM,95,ALJUNIED CRES,07 TO 09,65,Improved,1975,290000
2019-02,3 ROOM,1,HOUGANG AVE 3,07 TO 09,59,Improved,1975,210000
2019-02,3 ROOM,185,BOON LAY AVE,16 TO 18,59,Improved,1975,200000
2019-02,4 ROOM,17,BEACH RD,10 TO 12,77,Improved,1975,493000
2019-02,3 ROOM,33,MARINE CRES,07 TO 09,65,Improved,1975,315000
2019-02,4 ROOM,17,MARINE TER,13 TO 15,82,Improved,1975,523000
2019-02,3 ROOM,2,DOVER RD,07 TO 09,65,Improved,1975,278000
2019-02,3 ROOM,13,HOLLAND DR,10 TO 12,65,Improved,1975,350000
2019-02,3 ROOM,12,HOLLAND AVE,04 TO 06,65,Improved,1975,375000
2019-02,3 ROOM,12,HOLLAND AVE,10 TO 12,65,Improved,1975,400000
2019-02,5 ROOM,21,HOLLAND DR,13 TO 15,117,Standard,1975,800000
2019-02,3 ROOM,215,ANG MO KIO AVE 1,07 TO 09,88,New Generation,1976,320000
2019-02,3 ROOM,3,BEDOK STH AVE 1,01 TO 03,59,Improved,1976,255000
2019-02,3 ROOM,4,BEDOK STH AVE 1,04 TO 06,65,Improved,1976,280000
2019-02,4 ROOM,6,BEDOK STH AVE 2,01 TO 03,82,Improved,1976,340000
2019-02,5 ROOM,21,BEDOK STH RD,07 TO 09,114,Standard,1976,588000
2019-02,3 ROOM,60,TELOK BLANGAH HTS,04 TO 06,67,New Generation,1976,304000
2019-02,3 ROOM,62,TELOK BLANGAH HTS,04 TO 06,73,New Generation,1976,342888
2019-02,3 ROOM,62,TELOK BLANGAH HTS,10 TO 12,73,New Generation,1976,346000
2019-02,4 ROOM,129,KIM TIAN RD,07 TO 09,88,Improved,1976,428000
2019-02,4 ROOM,56,TELOK BLANGAH HTS,07 TO 09,91,New Generation,1976,435000
2019-02,4 ROOM,56,TELOK BLANGAH HTS,04 TO 06,91,New Generation,1976,460000
2019-02,5 ROOM,39,TELOK BLANGAH RISE,13 TO 15,117,Standard,1976,570000
2019-02,5 ROOM,49,TELOK BLANGAH DR,04 TO 06,123,Standard,1976,645000
2019-02,5 ROOM,49,TELOK BLANGAH DR,19 TO 21,125,Standard,1976,740000
2019-02,3 ROOM,209,BOON LAY PL,04 TO 06,65,Improved,1976,210000
2019-02,3 ROOM,211,BOON LAY PL,16 TO 18,65,Improved,1976,215000
2019-02,3 ROOM,211,BOON LAY PL,07 TO 09,65,Improved,1976,230000
2019-02,5 ROOM,38,UPP BOON KENG RD,25 TO 27,119,Standard,1976,525000
2019-02,5 ROOM,48A,DORSET RD,01 TO 03,117,Standard,1976,588000
2019-02,5 ROOM,48,DORSET RD,16 TO 18,117,Standard,1976,645000
2019-02,4 ROOM,60,MARINE DR,04 TO 06,87,Improved,1976,520000
2019-02,3 ROOM,1,GHIM MOH RD,10 TO 12,65,Improved,1976,338000
2019-02,4 ROOM,228,LOR 8 TOA PAYOH,13 TO 15,82,Improved,1976,363888
2019-02,3 ROOM,6,MARSILING DR,10 TO 12,65,Improved,1976,230000
2019-03,2 ROOM,28,JLN BT MERAH,01 TO 03,47,Standard,1967,185000
2019-03,3 ROOM,28,JLN BT MERAH,01 TO 03,60,Standard,1967,240000
2019-03,2 ROOM,62,CIRCUIT RD,01 TO 03,45,Standard,1967,195000
2019-03,3 ROOM,19,BALAM RD,07 TO 09,60.3,Standard,1967,218000
2019-03,2 ROOM,55,LOR 5 TOA PAYOH,10 TO 12,43,Standard,1967,188888
2019-03,2 ROOM,61,LOR 5 TOA PAYOH,01 TO 03,54,Improved,1967,190000
2019-03,2 ROOM,55,LOR 5 TOA PAYOH,01 TO 03,43,Standard,1967,204000
2019-03,3 ROOM,115,LOR 1 TOA PAYOH,01 TO 03,65,Improved,1967,255000
2019-03,2 ROOM,120,LOR 2 TOA PAYOH,07 TO 09,40,Standard,1968,200000
2019-03,3 ROOM,4,UPP ALJUNIED LANE,07 TO 09,57,Standard,1968,240000
2019-03,3 ROOM,26,JLN KLINIK,01 TO 03,60,Standard,1969,290000
2019-03,3 ROOM,28,JLN KLINIK,10 TO 12,58,Standard,1969,308000
2019-03,3 ROOM,22,HAVELOCK RD,01 TO 03,64,Standard,1969,315000
2019-03,2 ROOM,70,CIRCUIT RD,04 TO 06,42,Standard,1969,200000
2019-03,3 ROOM,69,CIRCUIT RD,01 TO 03,56,Standard,1969,195000
2019-03,3 ROOM,60,CIRCUIT RD,10 TO 12,56,Standard,1969,205000
2019-03,3 ROOM,72,CIRCUIT RD,07 TO 09,56,Standard,1969,218000
2019-03,3 ROOM,69,CIRCUIT RD,07 TO 09,56,Standard,1969,220000
2019-03,3 ROOM,49,CIRCUIT RD,01 TO 03,55,Standard,1969,230000
2019-03,3 ROOM,3,JLN BATU,01 TO 03,60,Standard,1969,290000
2019-03,3 ROOM,5,JLN BATU,07 TO 09,60,Standard,1969,310000
2019-03,3 ROOM,2,JLN BATU,04 TO 06,60,Standard,1969,320000
2019-03,3 ROOM,70,LOR 4 TOA PAYOH,01 TO 03,64,Standard,1969,238000
2019-03,2 ROOM,48,LOWER DELTA RD,04 TO 06,43,Standard,1970,200000
2019-03,3 ROOM,107,JLN BT MERAH,07 TO 09,63,Standard,1970,240000
2019-03,4 ROOM,102,HENDERSON CRES,01 TO 03,80,Standard,1970,410000
2019-03,3 ROOM,96,C'WEALTH CRES,01 TO 03,64,Standard,1970,260000
2019-03,3 ROOM,99,C'WEALTH CRES,10 TO 12,55,Standard,1970,280000
2019-03,3 ROOM,152,MEI LING ST,04 TO 06,67,Improved,1970,282000
2019-03,3 ROOM,169,STIRLING RD,10 TO 12,60,Improved,1970,290000
2019-03,3 ROOM,164,STIRLING RD,10 TO 12,66,Improved,1970,318000
2019-03,3 ROOM,8,LOR 7 TOA PAYOH,07 TO 09,66,Improved,1970,230000
2019-03,3 ROOM,12,LOR 7 TOA PAYOH,04 TO 06,66,Improved,1970,235000
2019-03,3 ROOM,96,LOR 3 TOA PAYOH,07 TO 09,68,Improved,1970,275000
2019-03,3 ROOM,125,LOR 1 TOA PAYOH,10 TO 12,67,Improved,1970,290000
2019-03,3 ROOM,44,CIRCUIT RD,01 TO 03,52,Standard,1971,228000
2019-03,3 ROOM,38,CIRCUIT RD,01 TO 03,58,Standard,1971,228000
2019-03,3 ROOM,40,CIRCUIT RD,01 TO 03,57,Standard,1971,245000
2019-03,3 ROOM,114,HO CHING RD,10 TO 12,67,Improved,1971,210000
2019-03,3 ROOM,113,TAO CHING RD,10 TO 12,67,Improved,1971,235000
2019-03,3 ROOM,17,LOR 7 TOA PAYOH,07 TO 09,77,Improved,1971,240000
2019-03,3 ROOM,25,TOA PAYOH EAST,07 TO 09,67,Improved,1971,255000
2019-03,3 ROOM,19,CHAI CHEE RD,01 TO 03,65,Improved,1972,236000
2019-03,3 ROOM,20,CHAI CHEE RD,04 TO 06,75,Improved,1972,280000
2019-03,3 ROOM,37,CIRCUIT RD,13 TO 15,58,Standard,1972,250000
2019-03,3 ROOM,34,WHAMPOA WEST,01 TO 03,68,Improved,1972,273000
2019-03,3 ROOM,30,BENDEMEER RD,07 TO 09,68,Improved,1972,328000
2019-03,3 ROOM,54,JLN MA'MOR,01 TO 03,88,Terrace,1972,790000
2019-03,3 ROOM,174,LOR 1 TOA PAYOH,01 TO 03,65,Improved,1972,238000
2019-03,3 ROOM,163,LOR 1 TOA PAYOH,01 TO 03,65,Improved,1972,240000
2019-03,3 ROOM,174,LOR 1 TOA PAYOH,10 TO 12,65,Improved,1972,290000
2019-03,3 ROOM,183,TOA PAYOH CTRL,01 TO 03,67,Improved,1972,310000
2019-03,3 ROOM,158,LOR 1 TOA PAYOH,07 TO 09,65,Improved,1972,366000
2019-03,3 ROOM,128,BT MERAH VIEW,13 TO 15,65,Improved,1973,278000
2019-03,3 ROOM,128,BT MERAH VIEW,04 TO 06,65,Improved,1973,295000
2019-03,3 ROOM,33,LIM LIAK ST,01 TO 03,88,Standard,1973,580000
2019-03,3 ROOM,20,TIONG BAHRU RD,04 TO 06,88,Standard,1973,652000
2019-03,3 ROOM,41,KIM CHENG ST,01 TO 03,75,Standard,1973,672000
2019-03,2 ROOM,32,BALAM RD,01 TO 03,46,Standard,1973,200000
2019-03,2 ROOM,30,BALAM RD,01 TO 03,46,Standard,1973,210000
2019-03,3 ROOM,77,LOR LIMAU,16 TO 18,59,Improved,1973,265000
2019-03,3 ROOM,205,TOA PAYOH NTH,04 TO 06,65,Improved,1973,275000
2019-03,4 ROOM,200,TOA PAYOH NTH,10 TO 12,87,Improved,1973,360000
2019-03,4 ROOM,204,TOA PAYOH NTH,07 TO 09,87,Improved,1973,365000
2019-03,4 ROOM,208,TOA PAYOH NTH,13 TO 15,81,Improved,1973,375000
2019-03,4 ROOM,201,TOA PAYOH NTH,10 TO 12,87,Improved,1973,408000
2019-03,4 ROOM,6,FARRER RD,10 TO 12,91,Improved,1974,570000
2019-03,5 ROOM,5,FARRER RD,01 TO 03,123,Standard,1974,830000
2019-03,3 ROOM,9,SELEGIE RD,07 TO 09,56,Standard,1974,340000
2019-03,3 ROOM,9,SELEGIE RD,13 TO 15,56,Standard,1974,381000
2019-03,3 ROOM,4,SAGO LANE,04 TO 06,137,Improved,1974,523000
2019-03,3 ROOM,47,BENDEMEER RD,01 TO 03,65,Improved,1974,238000
2019-03,3 ROOM,57,GEYLANG BAHRU,13 TO 15,65,Improved,1974,270000
2019-03,3 ROOM,86,WHAMPOA DR,10 TO 12,66,Improved,1974,273000
2019-03,4 ROOM,49,WHAMPOA STH,01 TO 03,87,Improved,1974,308000
2019-03,3 ROOM,8,HOLLAND AVE,01 TO 03,59,Improved,1974,280000
2019-03,3 ROOM,2,HOLLAND AVE,04 TO 06,65,Improved,1974,370000
2019-03,3 ROOM,6,HOLLAND CL,22 TO 24,65,Improved,1974,400000
2019-03,5 ROOM,4,HOLLAND CL,19 TO 21,130,Adjoined flat,1974,765000
2019-03,4 ROOM,191,LOR 4 TOA PAYOH,13 TO 15,84,Improved,1974,425000
2019-03,4 ROOM,193,LOR 4 TOA PAYOH,22 TO 24,84,Improved,1974,468000
2019-03,4 ROOM,5,MARSILING DR,13 TO 15,90,Improved,1974,240000
2019-03,1 ROOM,7,TELOK BLANGAH CRES,07 TO 09,31,Improved,1975,165000
2019-03,1 ROOM,7,TELOK BLANGAH CRES,10 TO 12,31,Improved,1975,172000
2019-03,1 ROOM,7,TELOK BLANGAH CRES,10 TO 12,31,Improved,1975,172000
2019-03,3 ROOM,8,TELOK BLANGAH CRES,07 TO 09,59,Improved,1975,270000
2019-03,3 ROOM,22,TELOK BLANGAH CRES,13 TO 15,59,Improved,1975,275000
2019-03,3 ROOM,2,JLN BT MERAH,07 TO 09,73,Improved,1975,340000
2019-03,5 ROOM,26,TELOK BLANGAH CRES,10 TO 12,119,Standard,1975,653000
2019-03,3 ROOM,185,BOON LAY AVE,16 TO 18,59,Improved,1975,200000
2019-03,5 ROOM,12,NTH BRIDGE RD,07 TO 09,117,Standard,1975,648000
2019-03,3 ROOM,58,MARINE TER,04 TO 06,65,Improved,1975,330000
2019-03,4 ROOM,45,MARINE CRES,10 TO 12,88,Improved,1975,460000
2019-03,4 ROOM,35,MARINE CRES,10 TO 12,82,Improved,1975,480000
2019-03,4 ROOM,54,MARINE TER,07 TO 09,88,Improved,1975,480000
2019-03,5 ROOM,43,MARINE CRES,04 TO 06,120,Standard,1975,680000
2019-03,5 ROOM,29,MARINE CRES,22 TO 24,120,Standard,1975,880000
2019-03,3 ROOM,12,HOLLAND AVE,04 TO 06,65,Improved,1975,368000
2019-03,3 ROOM,13,HOLLAND DR,13 TO 15,65,Improved,1975,375000
2019-03,3 ROOM,2,DOVER RD,10 TO 12,73,Improved,1975,376000
2019-03,3 ROOM,208,ANG MO KIO AVE 1,10 TO 12,73,New Generation,1976,293000
2019-03,3 ROOM,18,BEDOK STH RD,07 TO 09,65,Improved,1976,245000
2019-03,3 ROOM,1,BEDOK STH AVE 1,07 TO 09,59,Improved,1976,260000
2019-03,4 ROOM,5,BEDOK STH AVE 2,07 TO 09,82,Improved,1976,355000
2019-03,2 ROOM,45,TELOK BLANGAH DR,04 TO 06,54,Improved,1976,270000
