Tranc_YearMonth,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price
2015-01,3 ROOM,98,LOR 1 TOA PAYOH,10 TO 12,68,Improved,1970,350000
2015-01,3 ROOM,128,LOR 1 TOA PAYOH,13 TO 15,67,Improved,1970,355000
2015-01,3 ROOM,8,JLN BT HO SWEE,07 TO 09,56,Standard,1971,345000
2015-01,3 ROOM,38,BEO CRES,07 TO 09,59,Standard,1971,382000
2015-01,2 ROOM,43,CIRCUIT RD,04 TO 06,42,Standard,1971,235000
2015-01,3 ROOM,28,JLN BAHAGIA,01 TO 03,56,Standard,1971,265000
2015-01,3 ROOM,27,TOA PAYOH EAST,04 TO 06,67,Improved,1971,315000
2015-01,3 ROOM,93,PAYA LEBAR WAY,07 TO 09,58,Improved,1972,275000
2015-01,3 ROOM,120,HO CHING RD,07 TO 09,67,Improved,1972,275000
2015-01,3 ROOM,26,BENDEMEER RD,04 TO 06,71,Improved,1972,425000
2015-01,3 ROOM,44,JLN BAHAGIA,01 TO 03,85,Terrace,1972,760000
2015-01,3 ROOM,168,LOR 1 TOA PAYOH,01 TO 03,65,Improved,1972,318000
2015-01,3 ROOM,85A,LOR 4 TOA PAYOH,04 TO 06,68,Improved,1972,360000
2015-01,3 ROOM,177,TOA PAYOH CTRL,01 TO 03,67,Improved,1972,370000
2015-01,3 ROOM,129,BT MERAH VIEW,04 TO 06,65,Improved,1973,366000
2015-01,3 ROOM,130,BT MERAH VIEW,07 TO 09,65,Improved,1973,369888
2015-01,3 ROOM,128,BT MERAH VIEW,07 TO 09,65,Improved,1973,380000
2015-01,3 ROOM,27,LIM LIAK ST,04 TO 06,88,Standard,1973,625000
2015-01,3 ROOM,29,LIM LIAK ST,04 TO 06,88,Standard,1973,630000
2015-01,3 ROOM,46,SENG POH RD,01 TO 03,88,Standard,1973,631000
2015-01,3 ROOM,194,KIM KEAT AVE,01 TO 03,66,Improved,1973,265000
2015-01,3 ROOM,195,KIM KEAT AVE,01 TO 03,66,Improved,1973,272000
2015-01,3 ROOM,40,CHAI CHEE AVE,01 TO 03,65,Improved,1974,320000
2015-01,3 ROOM,116,BT MERAH VIEW,04 TO 06,59,Improved,1974,315000
2015-01,5 ROOM,5,FARRER RD,04 TO 06,123,Standard,1974,855000
2015-01,4 ROOM,53,CHIN SWEE RD,19 TO 21,77,Improved,1974,493000
2015-01,3 ROOM,215,BOON LAY PL,07 TO 09,66,Improved,1974,280000
2015-01,3 ROOM,68,GEYLANG BAHRU,07 TO 09,65,Improved,1974,313000
2015-01,3 ROOM,57,GEYLANG BAHRU,16 TO 18,65,Improved,1974,315000
2015-01,3 ROOM,57,GEYLANG BAHRU,16 TO 18,65,Improved,1974,315000
2015-01,3 ROOM,11,UPP BOON KENG RD,10 TO 12,65,Improved,1974,360000
2015-01,4 ROOM,49,WHAMPOA STH,01 TO 03,87,Improved,1974,380000
2015-01,4 ROOM,95,WHAMPOA DR,01 TO 03,91,Improved,1974,398000
2015-01,4 ROOM,84,WHAMPOA DR,16 TO 18,91,Improved,1974,410000
2015-01,4 ROOM,101,WHAMPOA DR,16 TO 18,91,Improved,1974,443000
2015-01,3 ROOM,8,HOLLAND AVE,01 TO 03,59,Improved,1974,380000
2015-01,3 ROOM,8,HOLLAND AVE,22 TO 24,59,Improved,1974,415000
2015-01,4 ROOM,168A,QUEENSWAY,19 TO 21,84,Improved,1974,463000
2015-01,4 ROOM,168A,QUEENSWAY,19 TO 21,84,Improved,1974,496000
2015-01,4 ROOM,9,HOLLAND AVE,13 TO 15,86,Improved,1974,585000
2015-01,3 ROOM,34,UPP CROSS ST,16 TO 18,65,Improved,1975,445000
2015-01,4 ROOM,44,SIMS DR,01 TO 03,88,Improved,1975,380000
2015-01,4 ROOM,44,SIMS DR,04 TO 06,88,Improved,1975,398000
2015-01,3 ROOM,2,HOUGANG AVE 3,07 TO 09,59,Improved,1975,268000
2015-01,3 ROOM,186,BOON LAY AVE,10 TO 12,59,Improved,1975,248000
2015-01,3 ROOM,185,BOON LAY AVE,13 TO 15,59,Improved,1975,255000
2015-01,3 ROOM,186,BOON LAY AVE,04 TO 06,59,Improved,1975,258000
2015-01,3 ROOM,8,MARINE TER,04 TO 06,65,Improved,1975,375000
2015-01,5 ROOM,29,MARINE CRES,22 TO 24,120,Standard,1975,888000
2015-01,3 ROOM,11,HOLLAND DR,22 TO 24,65,Improved,1975,435000
2015-01,3 ROOM,2,DOVER RD,10 TO 12,73,Improved,1975,440000
2015-01,4 ROOM,214,LOR 8 TOA PAYOH,13 TO 15,82,Improved,1975,385000
2015-01,3 ROOM,218,ANG MO KIO AVE 1,07 TO 09,67,New Generation,1976,308000
2015-01,4 ROOM,207,ANG MO KIO AVE 1,01 TO 03,97,New Generation,1976,475000
2015-01,3 ROOM,18,BEDOK STH RD,04 TO 06,65,Improved,1976,282000
2015-01,3 ROOM,2,BEDOK STH AVE 1,07 TO 09,65,Improved,1976,338000
2015-01,3 ROOM,2,BEDOK STH AVE 1,10 TO 12,65,Improved,1976,339000
2015-01,4 ROOM,6,BEDOK STH AVE 2,10 TO 12,82,Improved,1976,408000
2015-01,3 ROOM,60,TELOK BLANGAH HTS,04 TO 06,67,New Generation,1976,372000
2015-01,3 ROOM,130,KIM TIAN RD,10 TO 12,65,Improved,1976,375000
2015-01,4 ROOM,59,TELOK BLANGAH HTS,01 TO 03,91,New Generation,1976,456000
2015-01,3 ROOM,9,HAIG RD,01 TO 03,59,Improved,1976,313000
2015-01,3 ROOM,10,HAIG RD,04 TO 06,65,Improved,1976,385000
2015-01,4 ROOM,11,HAIG RD,10 TO 12,92,New Generation,1976,555500
2015-01,5 ROOM,6,HAIG RD,10 TO 12,115,Improved,1976,672000
2015-01,3 ROOM,10,GLOUCESTER RD,04 TO 06,67,New Generation,1976,381000
2015-01,3 ROOM,10,GLOUCESTER RD,07 TO 09,67,New Generation,1976,415000
2015-01,3 ROOM,21,DOVER CRES,07 TO 09,65,Improved,1976,350000
2015-01,3 ROOM,6,GHIM MOH RD,01 TO 03,65,Improved,1976,350000
2015-01,3 ROOM,3,GHIM MOH RD,01 TO 03,65,Improved,1976,355000
2015-01,3 ROOM,2,GHIM MOH RD,07 TO 09,65,Improved,1976,377000
2015-01,3 ROOM,21,DOVER CRES,07 TO 09,73,Improved,1976,420000
2015-01,4 ROOM,228,LOR 8 TOA PAYOH,07 TO 09,82,Improved,1976,380000
2015-01,5 ROOM,11,MARSILING DR,19 TO 21,126,Standard,1976,398000
2015-02,3 ROOM,20,BALAM RD,01 TO 03,60,Standard,1967,270000
2015-02,3 ROOM,20,BALAM RD,07 TO 09,60.3,Standard,1967,275000
2015-02,2 ROOM,85,C'WEALTH CL,07 TO 09,46,Standard,1967,258000
2015-02,3 ROOM,90,C'WEALTH DR,04 TO 06,60,Standard,1967,335000
2015-02,3 ROOM,93,C'WEALTH DR,01 TO 03,60,Standard,1967,350000
2015-02,3 ROOM,114,LOR 1 TOA PAYOH,04 TO 06,65,Improved,1967,300000
2015-02,3 ROOM,114,LOR 1 TOA PAYOH,01 TO 03,65,Improved,1967,320000
2015-02,3 ROOM,110,LOR 1 TOA PAYOH,07 TO 09,65,Improved,1967,350000
2015-02,3 ROOM,53,LOR 5 TOA PAYOH,04 TO 06,68,Improved,1968,300000
2015-02,3 ROOM,118,LOR 1 TOA PAYOH,04 TO 06,65,Improved,1968,322000
2015-02,3 ROOM,37,JLN RUMAH TINGGI,07 TO 09,53,Standard,1969,295000
2015-02,3 ROOM,61,CIRCUIT RD,04 TO 06,61,Standard,1969,278000
2015-02,3 ROOM,67,CIRCUIT RD,10 TO 12,61,Standard,1969,280000
2015-02,3 ROOM,4,JLN BATU,07 TO 09,60,Standard,1969,345000
2015-02,3 ROOM,4,LOR 7 TOA PAYOH,04 TO 06,68,Improved,1969,306000
2015-02,2 ROOM,48,LOWER DELTA RD,10 TO 12,42,Standard,1970,255000
2015-02,2 ROOM,8,JLN BATU,07 TO 09,50,Standard,1970,275000
2015-02,3 ROOM,98,C'WEALTH CRES,01 TO 03,59,Standard,1970,305000
2015-02,3 ROOM,165,STIRLING RD,01 TO 03,60,Improved,1970,313000
2015-02,3 ROOM,101,C'WEALTH CRES,04 TO 06,63,Standard,1970,328000
2015-02,3 ROOM,169,STIRLING RD,13 TO 15,60,Improved,1970,350000
2015-02,3 ROOM,160,MEI LING ST,01 TO 03,72,Improved,1970,425000
2015-02,3 ROOM,34,LOR 5 TOA PAYOH,10 TO 12,67,Improved,1970,308000
2015-02,3 ROOM,38,LOR 5 TOA PAYOH,07 TO 09,67,Improved,1970,310000
2015-02,3 ROOM,98,LOR 1 TOA PAYOH,10 TO 12,68,Improved,1970,341000
2015-02,3 ROOM,123,LOR 1 TOA PAYOH,04 TO 06,67,Improved,1970,342000
2015-02,3 ROOM,125,LOR 1 TOA PAYOH,10 TO 12,67,Improved,1970,360000
2015-02,3 ROOM,100,LOR 1 TOA PAYOH,16 TO 18,68,Improved,1970,380000
2015-02,3 ROOM,168,STIRLING RD,01 TO 03,60,Improved,1971,337000
2015-02,3 ROOM,26,TOA PAYOH EAST,10 TO 12,67,Improved,1971,321000
2015-02,3 ROOM,21,CHAI CHEE RD,04 TO 06,65,Improved,1972,321000
2015-02,3 ROOM,91,PAYA LEBAR WAY,04 TO 06,67,Improved,1972,280000
2015-02,3 ROOM,120,HO CHING RD,04 TO 06,67,Improved,1972,271000
2015-02,3 ROOM,120,HO CHING RD,04 TO 06,67,Improved,1972,278000
2015-02,3 ROOM,28,BENDEMEER RD,22 TO 24,71,Improved,1972,450000
2015-02,3 ROOM,55,JLN BAHAGIA,01 TO 03,104,Terrace,1972,875000
2015-02,2 ROOM,160,LOR 1 TOA PAYOH,01 TO 03,40,Improved,1972,239000
2015-02,2 ROOM,161,LOR 1 TOA PAYOH,04 TO 06,40,Improved,1972,260000
2015-02,3 ROOM,174,LOR 1 TOA PAYOH,04 TO 06,65,Improved,1972,297000
2015-02,3 ROOM,129,BT MERAH VIEW,04 TO 06,76,Improved,1973,415000
2015-02,3 ROOM,22,TIONG BAHRU RD,04 TO 06,88,Standard,1973,650000
2015-02,3 ROOM,76,LOR LIMAU,07 TO 09,65,Improved,1973,305000
2015-02,3 ROOM,23A,QUEEN'S CL,22 TO 24,76,Improved,1973,400000
2015-02,4 ROOM,23B,QUEEN'S CL,07 TO 09,89,Improved,1973,470000
2015-02,3 ROOM,195,KIM KEAT AVE,10 TO 12,66,Improved,1973,283000
2015-02,3 ROOM,32,CHAI CHEE AVE,04 TO 06,65,Improved,1974,305000
2015-02,3 ROOM,9,SELEGIE RD,13 TO 15,58,Standard,1974,405000
2015-02,3 ROOM,215,BOON LAY PL,10 TO 12,66,Improved,1974,280000
2015-02,3 ROOM,86,WHAMPOA DR,04 TO 06,66,Improved,1974,295000
2015-02,3 ROOM,57,GEYLANG BAHRU,16 TO 18,65,Improved,1974,306000
2015-02,3 ROOM,68,GEYLANG BAHRU,04 TO 06,65,Improved,1974,330000
2015-02,3 ROOM,82,WHAMPOA DR,04 TO 06,66,Improved,1974,330000
2015-02,3 ROOM,57,GEYLANG BAHRU,16 TO 18,65,Improved,1974,338000
2015-02,4 ROOM,101,WHAMPOA DR,04 TO 06,91,Improved,1974,400000
2015-02,4 ROOM,101,WHAMPOA DR,10 TO 12,91,Improved,1974,440000
2015-02,3 ROOM,32,HOLLAND CL,04 TO 06,59,Improved,1974,340000
2015-02,3 ROOM,8,HOLLAND AVE,19 TO 21,59,Improved,1974,402888
2015-02,4 ROOM,168A,QUEENSWAY,10 TO 12,84,Improved,1974,505000
2015-02,5 ROOM,9,HOLLAND AVE,22 TO 24,147,Adjoined flat,1974,985000
2015-02,3 ROOM,2,MARSILING DR,07 TO 09,65,Improved,1974,260000
2015-02,1 ROOM,7,TELOK BLANGAH CRES,01 TO 03,31,Improved,1975,220000
2015-02,3 ROOM,18,TELOK BLANGAH CRES,10 TO 12,76,Improved,1975,325000
2015-02,3 ROOM,15,TELOK BLANGAH CRES,13 TO 15,65,Improved,1975,338000
2015-02,4 ROOM,106,HENDERSON CRES,10 TO 12,81,Improved,1975,475000
2015-02,4 ROOM,128,KIM TIAN RD,01 TO 03,88,Improved,1975,570000
2015-02,5 ROOM,25,TELOK BLANGAH CRES,13 TO 15,117,Standard,1975,685000
2015-02,4 ROOM,44,SIMS DR,13 TO 15,88,Improved,1975,406000
2015-02,3 ROOM,6,HOUGANG AVE 3,04 TO 06,59,Improved,1975,250000
2015-02,3 ROOM,185,BOON LAY AVE,07 TO 09,59,Improved,1975,240000
2015-02,3 ROOM,185,BOON LAY AVE,04 TO 06,59,Improved,1975,250000
2015-02,3 ROOM,7,MARINE TER,07 TO 09,70,Improved,1975,428000
2015-02,3 ROOM,46,MARINE CRES,10 TO 12,76,Improved,1975,462000
2015-02,3 ROOM,33,MARINE CRES,10 TO 12,76,Improved,1975,472000
2015-02,3 ROOM,31,MARINE CRES,16 TO 18,76,Improved,1975,505000
2015-02,5 ROOM,13,MARINE TER,13 TO 15,126,Standard,1975,750000
2015-02,3 ROOM,3,DOVER RD,04 TO 06,65,Improved,1975,350000
2015-02,3 ROOM,47,HOLLAND DR,04 TO 06,59,Improved,1975,380000
2015-02,3 ROOM,11,HOLLAND DR,07 TO 09,65,Improved,1975,468000
2015-02,3 ROOM,214,ANG MO KIO AVE 3,07 TO 09,67,New Generation,1976,315000
2015-02,3 ROOM,3,BEDOK STH AVE 1,04 TO 06,59,Improved,1976,306000
2015-02,4 ROOM,8,BEDOK STH AVE 2,01 TO 03,82,Improved,1976,396500
2015-02,3 ROOM,33,TELOK BLANGAH WAY,04 TO 06,59,Improved,1976,320000
2015-02,4 ROOM,40,TELOK BLANGAH RISE,01 TO 03,82,Improved,1976,410000
2015-02,3 ROOM,207,BOON LAY PL,01 TO 03,65,Improved,1976,265000
2015-02,3 ROOM,209,BOON LAY PL,10 TO 12,65,Improved,1976,268000
2015-02,3 ROOM,208,BOON LAY PL,19 TO 21,74,Improved,1976,303000
2015-02,5 ROOM,198,BOON LAY DR,10 TO 12,121,Standard,1976,465000
2015-02,3 ROOM,67,MARINE DR,16 TO 18,65,Improved,1976,440000
2015-02,3 ROOM,5,GHIM MOH RD,01 TO 03,65,Improved,1976,300500
2015-02,3 ROOM,3,GHIM MOH RD,10 TO 12,65,Improved,1976,370000
2015-02,3 ROOM,5,GHIM MOH RD,04 TO 06,65,Improved,1976,378000
2015-02,3 ROOM,2,GHIM MOH RD,10 TO 12,65,Improved,1976,390000
2015-02,3 ROOM,13,MARSILING LANE,07 TO 09,65,Improved,1976,262200
2015-03,3 ROOM,39,TEBAN GDNS RD,01 TO 03,67,Improved,1966,260000
2015-03,2 ROOM,28,JLN BT MERAH,07 TO 09,47,Standard,1967,250000
2015-03,2 ROOM,28,JLN BT MERAH,10 TO 12,47,Standard,1967,272000
2015-03,3 ROOM,28,HOY FATT RD,01 TO 03,60,Standard,1967,322000
2015-03,3 ROOM,34,CIRCUIT RD,01 TO 03,60,Standard,1967,255000
2015-03,3 ROOM,19,BALAM RD,07 TO 09,60.3,Standard,1967,270000
2015-03,3 ROOM,88,C'WEALTH CL,01 TO 03,63,Standard,1967,305000
2015-03,3 ROOM,88,C'WEALTH CL,07 TO 09,58,Standard,1967,308000
2015-03,3 ROOM,84,C'WEALTH CL,01 TO 03,69,Standard,1967,320000
2015-03,3 ROOM,84,C'WEALTH CL,04 TO 06,69,Standard,1967,320000
2015-03,3 ROOM,82,MACPHERSON LANE,04 TO 06,64,Standard,1968,277000
2015-03,3 ROOM,113,JLN BT MERAH,07 TO 09,60,Standard,1969,340000
2015-03,3 ROOM,22,HAVELOCK RD,04 TO 06,64,Standard,1969,400000
2015-03,3 ROOM,70,CIRCUIT RD,01 TO 03,56,Standard,1969,248000
2015-03,3 ROOM,49,CIRCUIT RD,04 TO 06,56,Standard,1969,255000
2015-03,3 ROOM,47,CIRCUIT RD,07 TO 09,56,Standard,1969,274000
2015-03,3 ROOM,57,CIRCUIT RD,07 TO 09,56,Standard,1969,278000
2015-03,3 ROOM,59,CIRCUIT RD,07 TO 09,60,Standard,1969,290000
2015-03,3 ROOM,5,JLN BATU,01 TO 03,63,Standard,1969,342000
2015-03,2 ROOM,110,C'WEALTH CRES,10 TO 12,47,Standard,1969,246800
2015-03,2 ROOM,48,LOWER DELTA RD,10 TO 12,42,Standard,1970,256000
2015-03,2 ROOM,100,C'WEALTH CRES,10 TO 12,47,Standard,1970,248888
2015-03,3 ROOM,169,STIRLING RD,16 TO 18,60,Improved,1970,345000
2015-03,3 ROOM,171,STIRLING RD,13 TO 15,60,Improved,1970,350000
2015-03,3 ROOM,162,MEI LING ST,07 TO 09,66,Improved,1970,365888
2015-03,3 ROOM,171,STIRLING RD,10 TO 12,70,Improved,1970,380000
2015-03,3 ROOM,8,LOR 7 TOA PAYOH,10 TO 12,66,Improved,1970,285000
2015-03,3 ROOM,124,LOR 1 TOA PAYOH,07 TO 09,67,Improved,1970,373000
2015-03,3 ROOM,38,BEO CRES,04 TO 06,59,Standard,1971,380000
2015-03,2 ROOM,10,JLN KUKOH,10 TO 12,53,Improved,1971,291000
2015-03,3 ROOM,40,CIRCUIT RD,07 TO 09,57,Standard,1971,280000
2015-03,3 ROOM,27,TOA PAYOH EAST,07 TO 09,67,Improved,1971,320000
2015-03,3 ROOM,21,CHAI CHEE RD,01 TO 03,65,Improved,1972,285000
2015-03,3 ROOM,19,CHAI CHEE RD,04 TO 06,65,Improved,1972,294000
2015-03,3 ROOM,19,CHAI CHEE RD,10 TO 12,65,Improved,1972,295000
2015-03,3 ROOM,21,CHAI CHEE RD,10 TO 12,65,Improved,1972,300000
2015-03,3 ROOM,37,CIRCUIT RD,01 TO 03,58,Standard,1972,261000
2015-03,3 ROOM,91,PAYA LEBAR WAY,07 TO 09,58,Improved,1972,268000
2015-03,3 ROOM,120,HO CHING RD,01 TO 03,67,Improved,1972,274000
2015-03,3 ROOM,30,BENDEMEER RD,07 TO 09,68,Improved,1972,360000
2015-03,3 ROOM,34,WHAMPOA WEST,04 TO 06,68,Improved,1972,390000
2015-03,3 ROOM,62,JLN MA'MOR,01 TO 03,81,Terrace,1972,708000
2015-03,3 ROOM,53,JLN MA'MOR,01 TO 03,280,Terrace,1972,1060000
2015-03,3 ROOM,85B,LOR 4 TOA PAYOH,10 TO 12,68,Improved,1972,368888
2015-03,3 ROOM,24,SIN MING RD,10 TO 12,65,Improved,1973,300000
2015-03,3 ROOM,86,REDHILL CL,13 TO 15,59,Improved,1973,376500
2015-03,3 ROOM,130,BT MERAH VIEW,13 TO 15,65,Improved,1973,390000
2015-03,3 ROOM,50,MOH GUAN TER,04 TO 06,88,Standard,1973,670000
2015-03,3 ROOM,77,LOR LIMAU,16 TO 18,59,Improved,1973,285000
2015-03,3 ROOM,195,KIM KEAT AVE,04 TO 06,66,Improved,1973,265000
2015-03,3 ROOM,195,KIM KEAT AVE,10 TO 12,66,Improved,1973,278000
2015-03,3 ROOM,194,KIM KEAT AVE,07 TO 09,75,Improved,1973,306000
2015-03,4 ROOM,200,TOA PAYOH NTH,01 TO 03,87,Improved,1973,400000
2015-03,3 ROOM,40,CHAI CHEE AVE,07 TO 09,65,Improved,1974,320000
2015-03,3 ROOM,116,BT MERAH VIEW,01 TO 03,59,Improved,1974,326000
2015-03,3 ROOM,4,QUEEN'S RD,10 TO 12,63,Improved,1974,360000
2015-03,3 ROOM,121,YUAN CHING RD,07 TO 09,61,Improved,1974,256500
2015-03,3 ROOM,122,YUAN CHING RD,07 TO 09,61,Improved,1974,260000
2015-03,3 ROOM,63,KALLANG BAHRU,04 TO 06,65,Improved,1974,270000
2015-03,3 ROOM,98,WHAMPOA DR,01 TO 03,65,Improved,1974,293000
2015-03,3 ROOM,98,WHAMPOA DR,07 TO 09,65,Improved,1974,302000
2015-03,3 ROOM,68,GEYLANG BAHRU,16 TO 18,65,Improved,1974,340000
2015-03,4 ROOM,94,WHAMPOA DR,19 TO 21,91,Improved,1974,430000
2015-03,5 ROOM,53,GEYLANG BAHRU,07 TO 09,117,Standard,1974,570000
2015-03,3 ROOM,4,HOLLAND CL,10 TO 12,65,Improved,1974,360000
2015-03,3 ROOM,32,HOLLAND CL,10 TO 12,59,Improved,1974,390000
2015-03,3 ROOM,31,HOLLAND CL,04 TO 06,67,Improved,1974,408000
2015-03,4 ROOM,9,HOLLAND AVE,22 TO 24,86,Improved,1974,608000
2015-03,4 ROOM,191,LOR 4 TOA PAYOH,19 TO 21,84,Improved,1974,550000
2015-03,1 ROOM,7,TELOK BLANGAH CRES,07 TO 09,31,Improved,1975,210000
2015-03,3 ROOM,2,JLN BT MERAH,10 TO 12,63,Improved,1975,310000
2015-03,3 ROOM,22,TELOK BLANGAH CRES,04 TO 06,59,Improved,1975,320000
2015-03,3 ROOM,2,JLN BT MERAH,04 TO 06,63,Improved,1975,335000
2015-03,5 ROOM,21,TELOK BLANGAH CRES,04 TO 06,153,Adjoined flat,1975,865000
2015-03,3 ROOM,97,ALJUNIED CRES,07 TO 09,65,Improved,1975,310000
2015-03,3 ROOM,95,ALJUNIED CRES,10 TO 12,65,Improved,1975,325000
2015-03,3 ROOM,2,HOUGANG AVE 3,13 TO 15,59,Improved,1975,260000
2015-03,3 ROOM,1,HOUGANG AVE 3,13 TO 15,70,Improved,1975,283000
2015-03,3 ROOM,186,BOON LAY AVE,10 TO 12,59,Improved,1975,245000
2015-03,3 ROOM,185,BOON LAY AVE,07 TO 09,59,Improved,1975,258000
2015-03,3 ROOM,186,BOON LAY AVE,19 TO 21,59,Improved,1975,261000
2015-03,4 ROOM,15,BEACH RD,04 TO 06,77,Improved,1975,410000
2015-03,4 ROOM,15,UPP BOON KENG RD,13 TO 15,88,Improved,1975,505000
2015-03,3 ROOM,57,MARINE TER,04 TO 06,65,Improved,1975,367000
2015-03,3 ROOM,47,MARINE CRES,01 TO 03,65,Improved,1975,370000
2015-03,3 ROOM,31,MARINE CRES,01 TO 03,65,Improved,1975,388000
2015-03,3 ROOM,57,MARINE TER,10 TO 12,76,Improved,1975,410000
2015-03,3 ROOM,31,MARINE CRES,01 TO 03,76,Improved,1975,425000
2015-03,4 ROOM,17,MARINE TER,10 TO 12,82,Improved,1975,500000
2015-03,4 ROOM,17,MARINE TER,16 TO 18,82,Improved,1975,510000
2015-03,5 ROOM,1,MARINE TER,01 TO 03,120,Standard,1975,715000
2015-03,3 ROOM,1,DOVER RD,04 TO 06,65,Improved,1975,350000
2015-03,4 ROOM,13,HOLLAND DR,16 TO 18,88,Improved,1975,655000
2015-03,4 ROOM,5,BEDOK STH AVE 2,04 TO 06,82,Improved,1976,360000
2015-03,3 ROOM,43,TELOK BLANGAH RISE,04 TO 06,59,Improved,1976,290000
2015-03,3 ROOM,44,TELOK BLANGAH DR,01 TO 03,65,Improved,1976,310000
2015-03,3 ROOM,43,TELOK BLANGAH RISE,07 TO 09,59,Improved,1976,320000
2015-03,3 ROOM,44,TELOK BLANGAH DR,07 TO 09,65,Improved,1976,370000
2015-03,3 ROOM,61,TELOK BLANGAH HTS,10 TO 12,67,New Generation,1976,370000
2015-03,3 ROOM,60,TELOK BLANGAH HTS,07 TO 09,67,New Generation,1976,385000
2015-03,4 ROOM,62,TELOK BLANGAH HTS,10 TO 12,98,New Generation,1976,595000
2015-03,3 ROOM,8,EMPRESS RD,01 TO 03,65,Improved,1976,380000
2015-03,3 ROOM,211,BOON LAY PL,01 TO 03,65,Improved,1976,262000
2015-03,3 ROOM,211,BOON LAY PL,10 TO 12,65,Improved,1976,288000
2015-03,3 ROOM,211,BOON LAY PL,19 TO 21,65,Improved,1976,291800
2015-03,3 ROOM,64,MARINE DR,01 TO 03,68,Improved,1976,348000
2015-03,3 ROOM,2,GHIM MOH RD,04 TO 06,65,Improved,1976,350000
2015-03,3 ROOM,3,GHIM MOH RD,07 TO 09,65,Improved,1976,365000
2015-03,3 ROOM,3,GHIM MOH RD,10 TO 12,65,Improved,1976,370000
2015-03,4 ROOM,23,DOVER CRES,04 TO 06,88,Improved,1976,515000
2015-03,4 ROOM,220,LOR 8 TOA PAYOH,13 TO 15,82,Improved,1976,388000
2015-03,4 ROOM,226,LOR 8 TOA PAYOH,13 TO 15,82,Improved,1976,388000
2015-03,3 ROOM,6,MARSILING DR,13 TO 15,65,Improved,1976,273000
2015-04,2 ROOM,28,HOY FATT RD,13 TO 15,47,Standard,1967,255800
2015-04,3 ROOM,28,HOY FATT RD,07 TO 09,60,Standard,1967,308000
2015-04,2 ROOM,63,CIRCUIT RD,04 TO 06,45,Standard,1967,240000
2015-04,3 ROOM,21,BALAM RD,01 TO 03,60.3,Standard,1967,260000
2015-04,3 ROOM,22,BALAM RD,07 TO 09,60,Standard,1967,275000
